N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017565693E+00 1.016798059E+00 1.016217680E+00 1.015763487E+00
1.600000000E+01 1.218884071E+00 1.212984343E+00 1.207306189E+00 1.202511775E+00
1.700000000E+01 1.188838323E+00 1.180620800E+00 1.170807346E+00 1.168137609E+00
1.549996187E+01 1.168486913E+00 1.156940010E+00 1.146453152E+00 1.136467438E+00
1.649996187E+01 1.208227767E+00 1.200880461E+00 1.194192092E+00 1.188195424E+00
1.674996808E+01 1.198346243E+00 1.190301627E+00 1.183137131E+00 1.176993006E+00
1.624993176E+01 1.216401945E+00 1.209890081E+00 1.203872462E+00 1.198346854E+00
1.574996808E+01 1.210228227E+00 1.203653722E+00 1.198125416E+00 1.192802905E+00
1.524993176E+01 1.010096978E+00 1.009195204E+00 1.008508094E+00 1.007971692E+00
