T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
300 001_300 38.647 6.080960E-1 3.681902E+1 8.281670E+1 1.854220E+1 5.278160E-1 3.513013E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 5.623E+16
300 002_300 38.647 6.080020E-1 3.677458E+1 8.281470E+1 1.851660E+1 5.277320E-1 3.508705E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 5.623E+16
300 003_300 38.647 6.078680E-1 3.671083E+1 8.281170E+1 1.847970E+1 5.276120E-1 3.502522E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 5.623E+16
300 004_300 38.647 6.076770E-1 3.662030E+1 8.280750E+1 1.842740E+1 5.274420E-1 3.493733E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 5.623E+16
300 005_300 38.647 6.074080E-1 3.649356E+1 8.280150E+1 1.835420E+1 5.272050E-1 3.481414E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 5.623E+16
300 006_300 38.647 6.070350E-1 3.631953E+1 8.279330E+1 1.825360E+1 5.268810E-1 3.464469E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 5.623E+16
300 007_300 38.647 6.065290E-1 3.608666E+1 8.278210E+1 1.811900E+1 5.264490E-1 3.441740E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 5.623E+16
300 008_300 38.647 6.058630E-1 3.578513E+1 8.276710E+1 1.794460E+1 5.258940E-1 3.412214E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 5.623E+16
300 009_300 38.647 6.050160E-1 3.540974E+1 8.274750E+1 1.772740E+1 5.252090E-1 3.375298E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 5.623E+16
300 010_300 38.647 6.039770E-1 3.496215E+1 8.268760E+1 1.746060E+1 5.240990E-1 3.331548E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 5.623E+16
300 011_300 38.647 6.027450E-1 3.445054E+1 8.265720E+1 1.716370E+1 5.227170E-1 3.283548E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 5.623E+16
300 012_300 38.647 6.013210E-1 3.388606E+1 8.262240E+1 1.683550E+1 5.211960E-1 3.230163E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 5.623E+16
300 013_300 38.647 5.996820E-1 3.327807E+1 8.258550E+1 1.648100E+1 5.195600E-1 3.172103E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 5.623E+16
300 014_300 38.647 5.977570E-1 3.263140E+1 8.255280E+1 1.610250E+1 5.178280E-1 3.109619E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 5.623E+16
300 015_300 38.647 5.956180E-1 3.194681E+1 8.250970E+1 1.570000E+1 5.160190E-1 3.042527E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 5.623E+16
300 016_300 38.647 5.932460E-1 3.122310E+1 8.241720E+1 1.526610E+1 5.137390E-1 2.971574E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 5.623E+16
300 017_300 38.647 5.906240E-1 3.045877E+1 8.235080E+1 1.481470E+1 5.109180E-1 2.899616E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 5.623E+16
300 018_300 38.647 5.876160E-1 2.965287E+1 8.229330E+1 1.433920E+1 5.081090E-1 2.822073E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 5.623E+16
300 019_300 38.647 5.843370E-1 2.880514E+1 8.222090E+1 1.383940E+1 5.053630E-1 2.738499E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 5.623E+16
300 020_300 38.647 5.808130E-1 2.791614E+1 8.209050E+1 1.331020E+1 5.016020E-1 2.653539E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 5.623E+16
300 021_300 38.647 5.768780E-1 2.698736E+1 8.200740E+1 1.276730E+1 4.978930E-1 2.564255E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 5.623E+16
300 022_300 38.647 5.727040E-1 2.602129E+1 8.186290E+1 1.219960E+1 4.942010E-1 2.468555E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 5.623E+16
300 023_300 38.647 5.682210E-1 2.502144E+1 8.174510E+1 1.162230E+1 4.895500E-1 2.374075E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 5.623E+16
300 024_300 38.647 5.634330E-1 2.399238E+1 8.161900E+1 1.103330E+1 4.854030E-1 2.273027E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 5.623E+16
300 025_300 38.647 5.584000E-1 2.293963E+1 8.143090E+1 1.043090E+1 4.801620E-1 2.172368E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 5.623E+16
