fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_310 001_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.698981450E-15 1.000000000E+20 1.264637152E+00 7.303113924E-16 2.520622237E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.157450053E-16 1.000000000E+20 1.294415545E+00 6.925822200E-16 1.401502928E-03 
002_310 002_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.972861919E-15 1.000000000E+20 1.273499010E+00 1.053401937E-15 3.519241495E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.992207134E-16 1.000000000E+20 1.294450283E+00 1.016518339E-15 1.407441631E-03 
003_310 003_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.369693238E-15 1.000000000E+20 1.279933131E+00 1.528126924E-15 4.722609032E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.310172127E-15 1.000000000E+20 1.294500542E+00 1.491931467E-15 1.416123536E-03 
004_310 004_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.941667950E-15 1.000000000E+20 1.284539971E+00 2.225200714E-15 6.094069035E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.902598320E-15 1.000000000E+20 1.294572825E+00 2.189616449E-15 1.428792633E-03 
005_310 005_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.759699671E-15 1.000000000E+20 1.287822118E+00 3.248392472E-15 7.573410287E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.749847306E-15 1.000000000E+20 1.294675865E+00 3.213416670E-15 1.447230397E-03 
006_310 006_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.916739910E-15 1.000000000E+20 1.290174589E+00 4.749916487E-15 9.095710731E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.947986662E-15 1.000000000E+20 1.294820913E+00 4.715617370E-15 1.473960935E-03 
007_310 007_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.528312692E-15 1.000000000E+20 1.291896501E+00 6.952972138E-15 1.061691988E-03 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.616236455E-15 1.000000000E+20 1.295021444E+00 6.919486620E-15 1.512502477E-03 
008_310 008_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.072700738E-14 1.000000000E+20 1.293208730E+00 1.018475447E-14 1.213439827E-03 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.900376428E-15 1.000000000E+20 1.297516167E+00 1.016937755E-14 1.565872183E-03 
009_310 009_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.364746591E-14 1.000000000E+20 1.294270239E+00 1.492482617E-14 1.369437645E-03 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.095597271E-14 1.000000000E+20 1.303281527E+00 1.498120573E-14 1.649034343E-03 
010_310 010_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.740262170E-14 1.000000000E+20 1.295325789E+00 2.187832050E-14 1.538476399E-03 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.488361124E-14 1.000000000E+20 1.307346668E+00 2.203811207E-14 1.766491996E-03 
011_310 011_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.219237853E-14 1.000000000E+20 1.307288147E+00 3.235022422E-14 1.745885727E-03 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.972111648E-14 1.000000000E+20 1.307918335E+00 3.232418455E-14 1.908223410E-03 
012_310 012_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.779984095E-14 1.000000000E+20 1.308155371E+00 4.743158162E-14 1.966850261E-03 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.550832836E-14 1.000000000E+20 1.310338837E+00 4.763612627E-14 2.091988089E-03 
013_310 013_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.440557880E-14 1.000000000E+20 1.315964984E+00 7.087733881E-14 2.259538300E-03 
013_310_SRH 013_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.225518592E-14 1.000000000E+20 1.316230652E+00 7.085685750E-14 2.361159453E-03 
014_310 014_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.178616145E-14 1.000000000E+20 1.316895724E+00 1.039912459E-13 2.567774107E-03 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.979182684E-14 1.000000000E+20 1.317059784E+00 1.039714296E-13 2.652010686E-03 
015_310 015_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.006171494E-14 1.000000000E+20 1.317441309E+00 1.524776302E-13 2.931077253E-03 
015_310_SRH 015_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.820746342E-14 1.000000000E+20 1.317545745E+00 1.524597080E-13 3.002744092E-03 
016_310 016_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.019457987E-14 1.000000000E+20 1.330176124E+00 2.263533340E-13 3.381919521E-03 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.845922255E-14 1.000000000E+20 1.330249410E+00 2.263387990E-13 3.438772609E-03 
017_310 017_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.203587050E-14 1.000000000E+20 1.335929998E+00 3.327618033E-13 3.795479046E-03 
017_310_SRH 017_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.039818975E-14 1.000000000E+20 1.335979642E+00 3.327488389E-13 3.841858705E-03 
018_310 018_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.463808173E-14 1.000000000E+20 1.336403530E+00 4.882581613E-13 4.262351147E-03 
018_310_SRH 018_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.307837766E-14 1.000000000E+20 1.336434125E+00 4.882437516E-13 4.302837133E-03 
019_310 019_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.008184790E-13 1.000000000E+20 1.348303654E+00 7.251785357E-13 4.831025864E-03 
019_310_SRH 019_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.946850580E-14 1.000000000E+20 1.349188601E+00 7.258237242E-13 4.873550775E-03 
