X Y Xfit Yfit
3.0739900E+1 1.1888700E+2 3.5286662E+1 1.0502680E+2
3.3796900E+1 1.2859200E+2 3.6714328E+1 1.1535046E+2
3.6983400E+1 1.3905100E+2 3.8418251E+1 1.2662910E+2
4.0446000E+1 1.5040500E+2 4.0446000E+1 1.3893355E+2
4.4128700E+1 1.6269200E+2 4.2850900E+1 1.5233508E+2
4.8008600E+1 1.7585800E+2 4.5691719E+1 1.6690416E+2
5.2288900E+1 1.9020800E+2 4.9031850E+1 1.8270902E+2
5.6877000E+1 2.0570500E+2 5.2937836E+1 1.9981409E+2
6.1924400E+1 2.2243700E+2 5.7477066E+1 2.1827868E+2
6.7292700E+1 2.4052600E+2 6.2714545E+1 2.3815598E+2
7.3030300E+1 2.6009300E+2 6.8708677E+1 2.5949290E+2
7.9196600E+1 2.8118200E+2 7.5506177E+1 2.8233114E+2
8.5916200E+1 3.0398900E+2 8.3136441E+1 3.0671002E+2
9.3119900E+1 3.2855700E+2 9.1605875E+1 3.3267133E+2
1.0089300E+2 3.5511700E+2 1.0089300E+2 3.6026667E+2
1.0922600E+2 3.8387900E+2 1.1094526E+2 3.8956683E+2
1.1818400E+2 4.1480200E+2 1.2167838E+2 4.2067296E+2
1.2740900E+2 4.4817000E+2 1.3297903E+2 4.5372817E+2
1.3747600E+2 4.8413100E+2 1.4471087E+2 4.8892873E+2
1.4809800E+2 5.2309900E+2 1.5672365E+2 5.2653309E+2
1.5917600E+2 5.6490800E+2 1.6886420E+2 5.6686775E+2
1.7038400E+2 6.1033000E+2 1.8098813E+2 6.1033000E+2
1.8230700E+2 6.5939800E+2 1.9297036E+2 6.5738661E+2
1.9430600E+2 7.1250000E+2 2.0471357E+2 7.0857068E+2
2.0681500E+2 7.7079800E+2 2.1615367E+2 7.6447662E+2
2.1893300E+2 8.3334400E+2 2.2726220E+2 8.2575555E+2
2.3115500E+2 9.0216400E+2 2.3804608E+2 8.9311158E+2
2.4386400E+2 9.7736000E+2 2.4854551E+2 9.6730027E+2
2.5599600E+2 1.0593300E+3 2.5883076E+2 1.0491294E+3
2.6852300E+2 1.1494100E+3 2.6899879E+2 1.1394622E+3
2.7985600E+2 1.2495100E+3 2.7917039E+2 1.2392227E+3
2.9233800E+2 1.3589600E+3 2.8948810E+2 1.3494034E+3
3.0528300E+2 1.4794900E+3 3.0011549E+2 1.4710739E+3
3.1693400E+2 1.6118600E+3 3.1123770E+2 1.6053914E+3
3.2989500E+2 1.7596800E+3 3.2306343E+2 1.7536120E+3
3.4315800E+2 1.9194100E+3 3.3582842E+2 1.9171030E+3
3.5922600E+2 2.0975400E+3 3.4980039E+2 2.0973557E+3
3.7388300E+2 2.2942900E+3 3.6528555E+2 2.2959996E+3
3.8877500E+2 2.5109800E+3 3.8263681E+2 2.5148170E+3
4.0624000E+2 2.7510700E+3 4.0226388E+2 2.7557582E+3
4.2890900E+2 3.0168800E+3 4.2464540E+2 3.0209581E+3
4.5426000E+2 3.3042600E+3 4.5034367E+2 3.3127535E+3
4.8024800E+2 3.6294200E+3 4.8002217E+2 3.6337008E+3
5.1858000E+2 3.9798400E+3 5.1446653E+2 3.9865950E+3
5.5147400E+2 4.3679300E+3 5.5460955E+2 4.3744891E+3
5.9931000E+2 4.7925200E+3 6.0156102E+2 4.8007141E+3
6.6104000E+2 5.2546000E+3 6.5664332E+2 5.2688986E+3
7.2025400E+2 5.7829700E+3 7.2143359E+2 5.7829883E+3
7.9781400E+2 6.3443200E+3 7.9781400E+2 6.3472639E+3
8.8228800E+2 6.9561000E+3 8.8803143E+2 6.9663580E+3
9.8538800E+2 7.6439500E+3 9.9476738E+2 7.6452645E+3
1.1143100E+3 8.3886500E+3 1.1212211E+3 8.3893468E+3
1.2607700E+3 9.2121100E+3 1.2712070E+3 9.2043374E+3
1.4364900E+3 1.0107000E+4 1.4492668E+3 1.0096319E+4
1.6556800E+3 1.1071700E+4 1.6608013E+3 1.1071700E+4
1.8974300E+3 1.2165800E+4 1.9122196E+3 1.2137160E+4
2.1929000E+3 1.3320600E+4 2.2111098E+3 1.3299571E+4
2.5632300E+3 1.4558800E+4 2.5664258E+3 1.4565877E+4
2.9770600E+3 1.5962700E+4 2.9886956E+3 1.5942931E+4
3.4736600E+3 1.7448100E+4 3.4902381E+3 1.7437261E+4
4.0982700E+3 1.9054900E+4 4.0853862E+3 1.9054774E+4
4.7928400E+3 2.0835700E+4 4.7906941E+3 2.0800348E+4
5.6568100E+3 2.2649900E+4 5.6251237E+3 2.2677346E+4
6.6745000E+3 2.4747900E+4 6.6101509E+3 2.4686966E+4
7.6894200E+3 2.6911100E+4 7.7697661E+3 2.6827462E+4
9.1303600E+3 2.9200900E+4 9.1303600E+3 2.9093320E+4
1.0824100E+4 3.1635400E+4 1.0720275E+4 3.1474117E+4
1.2524600E+4 3.4034900E+4 1.2569204E+4 3.3953579E+4
1.4645900E+4 3.6799900E+4 1.4707023E+4 3.6508339E+4
1.7137200E+4 3.9390500E+4 1.7162343E+4 3.9107091E+4
2.0061600E+4 4.1673200E+4 1.9960446E+4 4.1709853E+4
2.3430200E+4 4.4194900E+4 2.3120856E+4 4.4267850E+4
2.6932400E+4 4.6811400E+4 2.6654474E+4 4.6724056E+4
3.0081000E+4 4.9289500E+4 3.0560597E+4 4.9014727E+4
3.5313000E+4 5.0833900E+4 3.4824444E+4 5.1072180E+4
3.9631000E+4 5.2349300E+4 3.9414957E+4 5.2828419E+4
4.3733000E+4 5.3729500E+4 4.4284160E+4 5.4219857E+4
4.8414700E+4 5.4625100E+4 4.9368101E+4 5.5192397E+4
5.3873300E+4 5.5538100E+4 5.4589502E+4 5.5706218E+4
5.8244900E+4 5.5231700E+4 5.9861781E+4 5.5739602E+4
