fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDT0 11:07:50 308.2 37.62 1.000E+000 1.187E+000 8.181E-007 4.575E+002 2.249E+000 7.731E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.734E-003 
UDT1 11:12:10 308.3 37.61 1.000E+000 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT10 11:36:56 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT2 11:14:12 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT3 11:15:56 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT4 11:18:20 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT5 11:23:10 308.5 37.58 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT6 11:26:10 308.4 37.59 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT7 11:28:00 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT8 11:30:02 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
UDT9 11:33:36 308.3 37.61 5.550E+002 1.226E+000 7.144E-007 4.572E+002 2.282E+000 7.421E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.633E-003 
