N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.216474277E+00 1.216951157E+00 1.216837060E+00 1.216575520E+00
1.600000000E+01 1.273323080E+00 1.273444069E+00 1.273388494E+00 1.272209097E+00
1.700000000E+01 1.357101730E+00 1.356673675E+00 1.356003896E+00 1.356587729E+00
1.549996187E+01 1.244367201E+00 1.243169821E+00 1.243533482E+00 1.243647451E+00
1.649996187E+01 1.309952818E+00 1.309932637E+00 1.310230076E+00 1.310311022E+00
1.674996808E+01 1.332320188E+00 1.331314919E+00 1.332010808E+00 1.332246848E+00
1.624993176E+01 1.290255297E+00 1.290661522E+00 1.290782091E+00 1.290492062E+00
1.574996808E+01 1.258172417E+00 1.258170203E+00 1.257004503E+00 1.257372279E+00
1.524993176E+01 1.231367202E+00 1.230657671E+00 1.230585629E+00 1.230585295E+00
