fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 13:47:28 340.6 34.04 1.000E+000 6.168E-001 1.698E-008 1.000E+012 2.929E+000 4.223E-005 1.936E-004 1.471E-001 1.936E-004 1.039E-005 3.648E-001 8.730E-002 1.188E-004 4.826E-003 
0DL1 13:50:20 340.7 34.03 1.000E+000 6.397E-001 1.736E-008 1.000E+012 2.967E+000 4.398E-005 1.942E-004 1.464E-001 1.942E-004 1.031E-005 3.627E-001 8.660E-002 1.189E-004 2.798E-003 
0DL2 13:54:24 340.7 34.03 1.000E+000 2.684E+000 5.281E-008 1.000E+012 2.000E+000 4.422E-007 2.848E-005 1.749E-001 2.848E-005 2.695E-006 5.410E-001 1.228E-001 2.192E-005 1.133E-001 
0DL3 13:56:52 340.7 34.03 1.000E+000 6.447E-001 1.721E-008 1.000E+012 2.937E+000 4.281E-005 1.938E-004 1.466E-001 1.937E-004 1.034E-005 3.641E-001 8.690E-002 1.189E-004 3.719E-003 
0DL4 13:59:10 340.8 34.02 1.000E+000 6.184E-001 1.706E-008 1.000E+012 2.924E+000 4.234E-005 1.926E-004 1.464E-001 1.926E-004 1.027E-005 3.643E-001 8.680E-002 1.182E-004 2.934E-003 
0DL5 14:01:38 340.8 34.02 1.000E+000 6.234E-001 1.713E-008 1.000E+012 2.930E+000 4.276E-005 1.940E-004 1.465E-001 1.939E-004 1.034E-005 3.641E-001 8.680E-002 1.190E-004 6.310E-003 
0DL6 14:04:36 340.8 34.02 1.000E+000 6.176E-001 1.701E-008 1.000E+012 2.919E+000 4.247E-005 1.941E-004 1.465E-001 1.941E-004 1.036E-005 3.646E-001 8.690E-002 1.191E-004 3.618E-003 
0DL7 14:06:34 340.9 34.01 1.000E+000 2.673E+000 5.325E-008 1.000E+012 2.000E+000 5.315E-007 2.690E-005 1.708E-001 2.690E-005 2.429E-006 5.284E-001 1.189E-001 2.041E-005 1.085E-001 
0DL8 14:08:42 340.9 34.01 1.000E+000 6.421E-001 1.744E-008 1.000E+012 2.932E+000 4.285E-005 1.937E-004 1.463E-001 1.936E-004 1.031E-005 3.640E-001 8.670E-002 1.188E-004 4.650E-003 
0DL9 14:11:38 340.9 34.01 1.000E+000 6.418E-001 1.741E-008 1.000E+012 2.931E+000 4.295E-005 1.937E-004 1.462E-001 1.937E-004 1.030E-005 3.639E-001 8.660E-002 1.188E-004 4.862E-003 
