True_Labels;Predicted_Values
10.0;10.010572
12.83314711;12.773743
10.83314711;10.85363
11.66651798;11.663537
14.0;13.991124
13.16731733;13.162334
10.33243846;10.337935
11.66651798;11.703215
12.33243846;12.4032955
10.49968708;10.550147
10.83314711;10.789894
11.66651798;11.6889305
11.0;10.998677
10.16731733;10.17472
13.49968708;13.527699
13.33243846;12.760331
11.16731733;11.196841
11.83314711;11.900573
10.83314711;10.89463
12.66651798;12.707327
13.83314711;13.838023
12.49968708;12.494766
11.83314711;11.780549
11.0;10.9864
13.49968708;13.493035
13.49968708;12.887322
13.33243846;13.360592
13.16731733;13.165206
10.66651798;10.672977
11.16731733;11.140889
11.83314711;11.844758
13.16731733;13.161428
11.49968708;11.533282
11.16731733;11.383854
10.49968708;10.411824
14.0;13.805576
12.49968708;12.503265
10.33243846;10.3315525
13.83314711;13.849615
11.33243846;11.440265
12.16731733;12.163191
11.0;10.9953575
12.33243846;11.85973
11.66651798;11.704326
12.0;12.012966
12.66651798;12.535999
10.49968708;10.690662
10.0;10.005251
11.16731733;11.226516
12.83314711;12.838314
13.33243846;13.356026
11.16731733;11.195626
10.33243846;10.32047
12.0;12.070781
12.83314711;12.833129
10.83314711;11.0840435
11.33243846;11.372485
12.33243846;12.332438
10.66651798;10.681612
10.49968708;10.49703
12.83314711;12.651816
11.83314711;11.944867
13.16731733;13.171598
11.0;11.063462
10.83314711;10.871971
13.66651798;13.670186
12.66651798;12.648271
12.49968708;12.479318
11.33243846;11.356611
13.0;12.987768
13.0;12.910232
10.33243846;10.270445
13.0;12.99945
12.33243846;12.369063
11.16731733;11.152609
10.16731733;10.143533
10.16731733;10.135161
10.0;10.072107
11.0;10.967837
10.33243846;10.34761
12.33243846;12.289997
11.49968708;11.587889
13.83314711;13.844902
11.33243846;11.327817
10.0;10.01007
12.66651798;12.647754
10.0;10.049476
13.0;12.836831
11.16731733;11.162552
14.0;13.957174
13.66651798;13.551454
10.33243846;10.347175
11.49968708;11.555835
14.0;13.959266
10.0;10.027443
10.33243846;10.751252
11.83314711;11.823867
12.66651798;12.531845
14.0;13.990037
13.16731733;13.169514
13.49968708;13.508971
10.16731733;10.202658
10.66651798;10.613349
12.33243846;12.3578615
13.33243846;13.3307705
14.0;13.995356
13.83314711;13.626255
11.16731733;11.213347
12.83314711;12.836583
12.33243846;12.147769
10.83314711;10.849559
12.33243846;11.954841
13.0;13.010495
13.0;13.001229
12.49968708;12.563529
12.33243846;12.113559
12.49968708;12.499676
12.83314711;12.621789
10.83314711;10.826333
12.0;11.967644
12.49968708;12.499676
12.33243846;12.200988
14.0;13.994431
12.66651798;12.52262
11.83314711;11.902013
13.66651798;13.678626
11.0;11.018597
11.33243846;11.680815
12.33243846;12.285914
12.16731733;12.154049
12.0;12.012191
11.0;11.000235
11.83314711;11.964302
13.0;12.637672
12.49968708;12.5802765
13.0;12.995456
11.66651798;11.780632
10.33243846;10.385545
11.16731733;11.159626
10.66651798;10.701853
11.66651798;11.627837
11.83314711;11.954558
11.16731733;11.166683
11.83314711;11.703694
13.83314711;13.791934
10.49968708;10.50689
11.16731733;11.184568
11.66651798;11.750143
11.49968708;11.518349
12.83314711;12.835516
10.49968708;10.780855
11.83314711;11.779223
11.33243846;11.40234
12.83314711;12.833261
10.66651798;10.670887
13.0;12.995785
14.0;13.995068
10.66651798;10.674823
10.49968708;10.515177
13.16731733;13.205039
11.66651798;11.787262
10.0;10.003643
13.33243846;13.324963
12.66651798;12.67969
10.33243846;10.396682
11.16731733;11.163805
13.16731733;13.1524105
13.66651798;13.702417
12.0;11.997133
11.16731733;11.078682
10.83314711;10.803289
12.83314711;12.92999
11.83314711;11.957071
10.49968708;10.460246
11.66651798;11.725982
13.49968708;13.498336
10.83314711;10.839744
13.0;12.972946
10.83314711;10.835584
11.33243846;11.392215
13.16731733;13.153124
11.0;11.04236
11.16731733;11.114881
10.49968708;10.500123
12.16731733;12.14755
11.0;10.961341
11.16731733;11.182449
12.0;11.801324
14.0;13.998878
12.49968708;12.49989
10.16731733;10.288645
10.83314711;10.74155
10.83314711;10.847096
10.33243846;10.348127
13.49968708;13.497514
12.33243846;12.251839
11.83314711;11.747375
10.49968708;10.510827
10.66651798;10.68355
10.16731733;10.086249
11.49968708;11.552089
10.83314711;10.816185
10.66651798;10.5353565
10.49968708;10.632439
13.0;13.003823
11.66651798;11.795799
10.16731733;10.173961
10.83314711;10.885862
13.0;13.015793
14.0;13.976218
10.0;10.010401
10.83314711;10.862407
13.33243846;13.333078
10.49968708;10.482033
10.0;10.003643
12.66651798;12.685025
10.0;10.046966
11.33243846;11.359795
13.0;12.995475
11.49968708;11.474136
11.0;11.103345
10.66651798;10.674481
11.33243846;11.347594
13.16731733;13.1039095
14.0;13.996355
12.83314711;12.930509
10.0;10.0448475
11.33243846;11.282141
12.49968708;12.497107
11.33243846;11.417988
11.49968708;11.544097
11.66651798;11.665723
12.33243846;12.331374
14.0;13.934044
12.16731733;12.13593
12.66651798;12.664603
11.66651798;11.642325
13.33243846;13.334732
12.16731733;12.1400175
10.49968708;10.42986
11.49968708;11.670627
12.83314711;12.81925
13.83314711;13.833751
10.16731733;10.157527
10.33243846;10.373674
12.49968708;12.500156
11.33243846;11.592757
10.0;10.007291
13.0;13.006068
12.16731733;12.136429
13.0;13.002602
10.66651798;10.700554
12.83314711;12.833129
12.83314711;12.833129
11.0;11.0092125
13.83314711;13.815655
12.33243846;12.353532
13.16731733;13.150858
13.0;13.002443
10.83314711;10.903626
13.0;12.836831
11.0;11.000011
12.49968708;12.316237
12.66651798;12.63807
12.33243846;12.343568
13.16731733;13.187863
10.0;10.015557
14.0;13.992051
10.83314711;10.834699
13.16731733;13.160984
10.16731733;10.165379
11.49968708;11.5309725
13.49968708;13.443327
13.33243846;13.332354
11.66651798;11.622324
14.0;13.99057
13.83314711;13.910416
13.33243846;13.337
13.16731733;13.165838
12.16731733;12.217599
13.83314711;13.783291
12.49968708;12.517539
12.83314711;12.827041
12.49968708;12.200687
13.33243846;13.364756
10.83314711;10.798121
13.66651798;13.651148
10.33243846;10.277227
13.0;13.008212
12.0;11.986474
13.0;12.966875
13.49968708;13.482266
11.66651798;11.665874
11.49968708;11.464019
11.49968708;11.499252
13.16731733;13.160984
10.16731733;10.117412
10.16731733;10.278941
11.66651798;11.687855
11.66651798;11.645591
13.33243846;13.345493
10.0;10.016624
10.83314711;10.839583
12.0;12.005837
12.49968708;12.483207
13.66651798;13.620025
12.16731733;12.1777115
12.16731733;12.171835
13.83314711;13.630472
13.49968708;13.496454
10.66651798;10.665127
10.33243846;10.332218
12.0;12.025646
12.16731733;12.178381
12.83314711;12.862799
11.66651798;11.757377
10.0;10.02207
11.49968708;11.597822
13.0;13.002306
12.33243846;11.970139
12.49968708;12.518565
13.66651798;13.672366
11.16731733;11.180894
13.16731733;13.242697
12.0;11.9740505
10.16731733;10.16649
10.66651798;10.666373
13.66651798;13.703987
13.16731733;13.170069
11.16731733;11.134194
11.83314711;11.6729
13.49968708;13.572144
13.0;13.001174
10.16731733;10.119037
10.83314711;10.817488
11.83314711;11.828595
11.16731733;11.06708
10.83314711;10.8521
11.66651798;11.675171
12.33243846;12.316721
12.49968708;12.348294
13.16731733;13.141595
11.49968708;11.499698
11.0;11.08659
11.83314711;11.84032
12.0;11.939353
13.33243846;13.306158
11.66651798;11.668045
10.16731733;10.170745
12.49968708;12.530478
11.0;11.003312
12.0;11.647644
12.83314711;12.851962
13.16731733;13.164613
12.49968708;12.469994
10.83314711;10.831538
12.16731733;12.163605
11.33243846;11.331332
12.33243846;12.213068
13.0;12.9990225
13.49968708;13.505363
12.33243846;12.287398
12.66651798;12.665167
11.33243846;11.340021
10.66651798;10.690306
10.49968708;10.500123
14.0;13.996889
12.16731733;12.190694
10.16731733;10.14834
12.49968708;11.97255
12.0;11.77964
11.66651798;11.666568
12.0;11.925721
12.49968708;12.293164
11.83314711;11.868668
13.49968708;13.509722
11.83314711;11.836121
12.16731733;12.208515
11.66651798;11.697515
11.83314711;11.871568
12.0;11.854332
12.33243846;12.346568
10.49968708;11.494973
12.33243846;12.193388
14.0;13.936088
12.83314711;12.832524
11.66651798;11.80267
12.0;12.040912
12.33243846;12.2393265
13.33243846;13.328165
11.49968708;11.5792885
11.0;11.04491
10.49968708;10.678066
11.83314711;11.7998705
13.33243846;13.355222
10.0;10.0022745
13.16731733;13.16681
10.66651798;10.667662
11.0;11.109279
11.83314711;11.913792
10.83314711;10.855965
12.49968708;12.48185
12.33243846;12.324515
12.66651798;12.664308
12.16731733;12.294422
11.66651798;11.670392
13.16731733;13.166402
11.16731733;11.1673
10.0;10.01026
14.0;13.990369
12.16731733;11.966342
10.49968708;10.496735
12.0;12.045588
10.49968708;10.496461
12.66651798;12.676442
11.0;10.99373
11.49968708;11.4994755
11.16731733;11.167141
10.16731733;10.12754
10.49968708;10.496262
13.33243846;13.3300495
12.83314711;12.885385
13.83314711;13.800405
11.66651798;11.675715
10.83314711;11.719584
14.0;13.786227
10.33243846;10.357074
11.66651798;11.592851
10.66651798;10.734567
10.0;10.055575
10.49968708;10.477303
11.66651798;11.642194
11.49968708;11.531764
10.0;10.001305
11.83314711;11.885723
11.33243846;11.332418
10.0;10.010263
11.66651798;11.640359
12.0;11.88686
12.83314711;12.841832
13.49968708;13.495892
10.66651798;10.675843
12.49968708;12.453631
12.83314711;12.766679
13.66651798;13.65316
12.33243846;12.371791
10.33243846;10.326443
10.49968708;11.45565
11.0;10.973586
12.16731733;12.166057
10.66651798;10.687282
10.16731733;10.166868
13.33243846;13.307209
12.16731733;12.182775
11.16731733;11.168187
12.66651798;12.668923
11.49968708;11.598746
10.66651798;10.775693
12.49968708;12.544516
13.66651798;13.666223
13.0;13.007816
14.0;13.999544
12.0;11.865025
10.83314711;10.772141
10.0;10.00393
11.83314711;11.831083
13.33243846;13.361317
10.66651798;10.541693
12.0;12.087436
12.66651798;12.666818
11.16731733;11.18878
11.66651798;11.665166
13.33243846;13.331995
12.16731733;12.072902
12.49968708;12.533216
12.49968708;12.505468
13.16731733;13.127818
13.16731733;13.157072
12.66651798;12.702048
10.16731733;10.159236
13.16731733;13.134456
10.0;10.017756
10.16731733;10.167409
11.16731733;11.1673
10.66651798;10.675527
12.0;11.890933
10.0;10.004785
12.16731733;12.277046
10.66651798;10.758935
13.33243846;13.359869
11.49968708;11.499866
11.83314711;11.845106
12.0;11.994762
13.49968708;13.516235
13.83314711;13.828434
10.66651798;10.713795
11.66651798;11.703084
12.33243846;12.331741
11.83314711;11.806903
10.49968708;10.958731
10.83314711;11.452044
10.49968708;10.472942
13.49968708;13.548164
13.0;13.051326
12.16731733;12.168062
10.33243846;10.353164
12.33243846;12.344829
10.83314711;10.81104
13.33243846;13.33997
12.83314711;12.830465
12.49968708;12.559668
11.33243846;11.331403
13.16731733;13.174866
12.16731733;11.997062
13.83314711;13.8597555
12.83314711;12.878517
13.83314711;13.879574
12.33243846;12.323298
10.33243846;10.329888
13.49968708;13.516574
13.16731733;13.157855
12.83314711;12.837587
10.16731733;10.195759
13.66651798;13.644233
10.83314711;10.884868
10.16731733;10.13979
10.49968708;10.50005
13.66651798;13.735776
13.16731733;13.0869665
12.33243846;12.177144
11.83314711;11.980528
11.66651798;11.6821575
12.0;11.99825
10.0;10.004847
12.66651798;12.69572
11.49968708;11.538892
10.49968708;10.4960375
10.49968708;10.524567
12.16731733;12.098258
10.33243846;10.332759
11.0;11.131627
10.33243846;10.36028
13.16731733;13.168765
12.66651798;12.705996
10.66651798;10.681046
11.16731733;11.182142
12.49968708;12.499639
13.83314711;13.80648
10.0;10.009506
11.49968708;11.746545
12.16731733;12.214884
11.33243846;11.337275
12.66651798;12.64089
13.83314711;13.861603
12.33243846;12.360105
12.16731733;12.161628
10.16731733;10.167878
11.16731733;11.098639
13.49968708;13.459425
10.16731733;10.156313
12.66651798;12.680804
13.49968708;13.512036
