f G/w
1.0000000E+6 1.6984882E-5
8.9779585E+5 1.7010032E-5
8.0603739E+5 1.7508218E-5
7.2365703E+5 1.7994212E-5
6.4969628E+5 1.8592501E-5
5.8329463E+5 1.9064406E-5
5.2367949E+5 1.9909456E-5
4.7015728E+5 2.0849032E-5
4.2210526E+5 2.1879872E-5
3.7896435E+5 2.2988438E-5
3.4023262E+5 2.4152575E-5
3.0545943E+5 2.5419096E-5
2.7424021E+5 2.6807209E-5
2.4621173E+5 2.8285763E-5
2.2104787E+5 2.9874873E-5
1.9845586E+5 3.1527030E-5
1.7817285E+5 3.3331009E-5
1.5996284E+5 3.5212096E-5
1.4361398E+5 3.7277712E-5
1.2893603E+5 3.9443856E-5
1.1575824E+5 4.1841962E-5
1.0392726E+5 4.4504891E-5
9.3305466E+4 4.7436346E-5
8.3769261E+4 5.0648356E-5
7.5207695E+4 5.4218200E-5
6.7521156E+4 5.8257229E-5
6.0620214E+4 6.2652828E-5
5.4424577E+4 6.7584915E-5
4.8862159E+4 7.3075308E-5
4.3868244E+4 7.9302690E-5
3.9384728E+4 8.6123343E-5
3.5359445E+4 9.3811500E-5
3.1745563E+4 1.0259420E-4
2.8501035E+4 1.1149570E-4
2.5588111E+4 1.2213756E-4
2.2972900E+4 1.3364500E-4
2.0624974E+4 1.4669466E-4
1.8517016E+4 1.6123672E-4
1.6624501E+4 1.7769021E-4
1.4925408E+4 1.9539100E-4
1.3399969E+4 2.1545567E-4
1.2030437E+4 2.3643396E-4
1.0800876E+4 2.6088317E-4
9.6969820E+3 2.8867224E-4
8.7059100E+3 3.1899144E-4
7.8161300E+3 3.5215807E-4
7.0172890E+3 3.8916448E-4
6.3000930E+3 4.3065896E-4
5.6561970E+3 4.7770835E-4
5.0781110E+3 5.2723499E-4
4.5591070E+3 5.8325599E-4
4.0931470E+3 6.4805374E-4
3.6748100E+3 7.2628303E-4
3.2992300E+3 8.0678989E-4
2.9620350E+3 8.8604731E-4
2.6593020E+3 9.8333772E-4
2.3875110E+3 1.1003051E-3
2.1434970E+3 1.2214370E-3
1.9244230E+3 1.3602511E-3
1.7277390E+3 1.5093861E-3
1.5511570E+3 1.6816614E-3
1.3926220E+3 1.8693503E-3
1.2502900E+3 2.0732755E-3
1.1225050E+3 2.3094737E-3
1.0077810E+3 2.5646445E-3
9.0478100E+2 2.8502409E-3
8.1230900E+2 3.1765733E-3
7.2928800E+2 3.5355366E-3
6.5475100E+2 3.9367275E-3
5.8783300E+2 4.3907474E-3
5.2775400E+2 4.8841571E-3
4.7381500E+2 5.4352808E-3
4.2539000E+2 6.0778303E-3
3.8191300E+2 6.7391124E-3
3.4288000E+2 7.5089244E-3
3.0783600E+2 8.3522844E-3
2.7637400E+2 9.3085442E-3
2.4812700E+2 1.0355716E-2
2.2276800E+2 1.1543766E-2
2.0000000E+2 1.2873062E-2
