Ytrue Ypred RelError Label
1.780000e+11 1.501824e+11 1.562786e-01 SC2973
2.150000e+11 1.664086e+12 6.739934e+00 SC312v2
2.670000e+11 3.016256e+11 1.296839e-01 SC312v6
7.090000e+12 7.373313e+12 3.995952e-02 SC3132v3
3.870000e+12 4.236358e+12 9.466617e-02 SC3132v5
1.910000e+12 2.173917e+12 1.381763e-01 SC3152v1
3.100000e+12 3.143884e+12 1.415608e-02 SC3152v3
3.630000e+11 2.147075e+12 4.914806e+00 SC320v10
4.500000e+11 2.698817e+13 5.897370e+01 SC320v7
1.940000e+11 3.615134e+12 1.763471e+01 SC3252v1
1.170000e+11 4.483986e+11 2.832467e+00 SC3383v1
9.310000e+11 1.180274e+12 2.677483e-01 SC3383v2
8.780000e+12 1.217758e+13 3.869681e-01 SC3411v10
7.570000e+12 1.782064e+13 1.354113e+00 SC3411v9
7.170000e+11 8.930848e+11 2.455854e-01 SC342v1
5.310000e+12 9.732037e+12 8.327754e-01 SC3491v2
7.230000e+12 9.944904e+12 3.755054e-01 SC3492v1
1.630000e+13 1.384270e+13 1.507548e-01 SC3501v6
1.600000e+13 4.775589e+13 1.984743e+00 SC3501v9
9.880000e+12 3.938493e+13 2.986329e+00 SC3502v10
1.520000e+13 3.038617e+13 9.990903e-01 SC3502v8
1.440000e+13 2.497011e+10 9.982660e-01 SC3503
1.490000e+12 1.698162e+12 1.397062e-01 SC3753v2
3.000000e+12 3.438270e+12 1.460900e-01 SC3753v5
3.200000e+12 3.244853e+12 1.401665e-02 SC3753v7
4.480000e+12 5.091667e+12 1.365329e-01 SC4023v2
7.210000e+12 8.101909e+12 1.237044e-01 SC4023v3
2.070000e+12 2.281596e+12 1.022204e-01 SC4023v5
