Ytrue Ypred RelError Label
1.780000e+11 9.422475e+10 4.706475e-01 SC2973
2.150000e+11 1.931300e+11 1.017208e-01 SC312v2
2.670000e+11 2.422151e+11 9.282719e-02 SC312v6
7.090000e+12 6.982331e+12 1.518607e-02 SC3132v3
3.870000e+12 4.387285e+12 1.336654e-01 SC3132v5
1.910000e+12 1.991652e+12 4.274988e-02 SC3152v1
3.100000e+12 3.247769e+12 4.766746e-02 SC3152v3
3.630000e+11 2.459288e+11 3.225103e-01 SC320v10
4.500000e+11 3.239171e+11 2.801843e-01 SC320v7
1.940000e+11 1.260094e+11 3.504671e-01 SC3252v1
1.170000e+11 7.535791e+10 3.559153e-01 SC3383v1
9.310000e+11 1.221712e+12 3.122581e-01 SC3383v2
8.780000e+12 8.749823e+12 3.437072e-03 SC3411v10
7.570000e+12 7.461078e+12 1.438870e-02 SC3411v9
7.170000e+11 8.512165e+11 1.871918e-01 SC342v1
5.310000e+12 5.951474e+12 1.208048e-01 SC3491v2
7.230000e+12 6.813815e+12 5.756368e-02 SC3492v1
1.630000e+13 1.272108e+13 2.195655e-01 SC3501v6
1.600000e+13 1.270894e+13 2.056915e-01 SC3501v9
9.880000e+12 9.567966e+12 3.158243e-02 SC3502v10
1.520000e+13 1.226753e+13 1.929259e-01 SC3502v8
1.440000e+13 1.138857e+13 2.091274e-01 SC3503
1.490000e+12 1.563543e+12 4.935777e-02 SC3753v2
3.000000e+12 3.104873e+12 3.495779e-02 SC3753v5
3.200000e+12 3.259690e+12 1.865308e-02 SC3753v7
4.480000e+12 4.351230e+12 2.874320e-02 SC4023v2
7.210000e+12 7.065587e+12 2.002952e-02 SC4023v3
2.070000e+12 2.233458e+12 7.896533e-02 SC4023v5
