Ytrue Ypred RelError Label
1.780000e+11 1.011390e+11 4.318032e-01 SC2973
2.150000e+11 2.761305e+11 2.843280e-01 SC312v2
2.670000e+11 1.963626e+11 2.645594e-01 SC312v6
7.090000e+12 6.753736e+12 4.742786e-02 SC3132v3
3.870000e+12 4.254614e+12 9.938350e-02 SC3132v5
1.910000e+12 2.577511e+12 3.494822e-01 SC3152v1
3.100000e+12 3.073907e+12 8.417150e-03 SC3152v3
3.630000e+11 1.425080e+11 6.074160e-01 SC320v10
4.500000e+11 1.910281e+11 5.754931e-01 SC320v7
1.940000e+11 1.504159e+11 2.246603e-01 SC3252v1
1.170000e+11 1.338180e+11 1.437439e-01 SC3383v1
9.310000e+11 1.033340e+12 1.099247e-01 SC3383v2
8.780000e+12 7.108114e+12 1.904198e-01 SC3411v10
7.570000e+12 6.659773e+12 1.202414e-01 SC3411v9
7.170000e+11 9.025313e+11 2.587605e-01 SC342v1
5.310000e+12 3.185973e+12 4.000050e-01 SC3491v2
7.230000e+12 4.587338e+12 3.655135e-01 SC3492v1
1.630000e+13 6.045123e+12 6.291335e-01 SC3501v6
1.600000e+13 6.288782e+12 6.069511e-01 SC3501v9
9.880000e+12 6.472327e+12 3.449062e-01 SC3502v10
1.520000e+13 7.097691e+12 5.330466e-01 SC3502v8
1.440000e+13 6.357122e+12 5.585332e-01 SC3503
1.490000e+12 2.253340e+12 5.123086e-01 SC3753v2
3.000000e+12 4.079418e+12 3.598061e-01 SC3753v5
3.200000e+12 4.295603e+12 3.423760e-01 SC3753v7
4.480000e+12 5.208400e+12 1.625893e-01 SC4023v2
7.210000e+12 6.838071e+12 5.158519e-02 SC4023v3
2.070000e+12 2.654774e+12 2.824994e-01 SC4023v5
