Ytrue Ypred RelError Label
1.780000e+11 2.221494e+11 2.480304e-01 SC2973
2.150000e+11 2.908096e+11 3.526027e-01 SC312v2
2.670000e+11 2.677142e+11 2.674826e-03 SC312v6
7.090000e+12 6.554657e+12 7.550675e-02 SC3132v3
3.870000e+12 3.715829e+12 3.983753e-02 SC3132v5
1.910000e+12 1.394392e+12 2.699518e-01 SC3152v1
3.100000e+12 2.837604e+12 8.464393e-02 SC3152v3
3.630000e+11 3.944655e+11 8.668187e-02 SC320v10
4.500000e+11 3.343331e+11 2.570375e-01 SC320v7
1.940000e+11 2.769886e+11 4.277763e-01 SC3252v1
1.170000e+11 1.916656e+11 6.381673e-01 SC3383v1
9.310000e+11 1.071481e+12 1.508929e-01 SC3383v2
8.780000e+12 6.355569e+12 2.761311e-01 SC3411v10
7.570000e+12 7.320702e+12 3.293230e-02 SC3411v9
7.170000e+11 5.826098e+11 1.874341e-01 SC342v1
5.310000e+12 2.797651e+12 4.731354e-01 SC3491v2
7.230000e+12 3.427165e+12 5.259800e-01 SC3492v1
1.630000e+13 6.247861e+12 6.166956e-01 SC3501v6
1.600000e+13 6.245953e+12 6.096279e-01 SC3501v9
9.880000e+12 6.181745e+12 3.743173e-01 SC3502v10
1.520000e+13 6.175037e+12 5.937476e-01 SC3502v8
1.440000e+13 6.427284e+12 5.536609e-01 SC3503
1.490000e+12 1.240269e+12 1.676046e-01 SC3753v2
3.000000e+12 2.779088e+12 7.363717e-02 SC3753v5
3.200000e+12 2.595697e+12 1.888448e-01 SC3753v7
4.480000e+12 3.948101e+12 1.187274e-01 SC4023v2
7.210000e+12 7.144928e+12 9.025182e-03 SC4023v3
2.070000e+12 1.997941e+12 3.481094e-02 SC4023v5
