Ytrue Ypred RelError Label
1.780000e+11 1.023861e+11 4.247973e-01 SC2973
2.150000e+11 2.501574e+11 1.635229e-01 SC312v2
2.670000e+11 2.685255e+11 5.713492e-03 SC312v6
7.090000e+12 7.805663e+12 1.009397e-01 SC3132v3
3.870000e+12 3.897222e+12 7.034101e-03 SC3132v5
1.910000e+12 2.104370e+12 1.017645e-01 SC3152v1
3.100000e+12 3.328278e+12 7.363807e-02 SC3152v3
3.630000e+11 2.656946e+11 2.680589e-01 SC320v10
4.500000e+11 3.333326e+11 2.592609e-01 SC320v7
1.940000e+11 2.012993e+11 3.762515e-02 SC3252v1
1.170000e+11 1.281630e+11 9.541050e-02 SC3383v1
9.310000e+11 1.100750e+12 1.823304e-01 SC3383v2
8.780000e+12 8.684184e+12 1.091295e-02 SC3411v10
7.570000e+12 8.772270e+12 1.588204e-01 SC3411v9
7.170000e+11 7.709734e+11 7.527676e-02 SC342v1
5.310000e+12 3.992742e+12 2.480712e-01 SC3491v2
7.230000e+12 4.117952e+12 4.304355e-01 SC3492v1
1.630000e+13 1.719033e+13 5.462152e-02 SC3501v6
1.600000e+13 2.305782e+13 4.411136e-01 SC3501v9
9.880000e+12 8.684445e+12 1.210076e-01 SC3502v10
1.520000e+13 1.573148e+13 3.496597e-02 SC3502v8
1.440000e+13 1.488110e+13 3.341002e-02 SC3503
1.490000e+12 1.835679e+12 2.319997e-01 SC3753v2
3.000000e+12 2.582549e+12 1.391504e-01 SC3753v5
3.200000e+12 3.258607e+12 1.831475e-02 SC3753v7
4.480000e+12 4.559174e+12 1.767273e-02 SC4023v2
7.210000e+12 8.622024e+12 1.958424e-01 SC4023v3
2.070000e+12 2.632404e+12 2.716930e-01 SC4023v5
