Ytrue Ypred RelError Label
1.780000e+11 1.169388e+11 3.430403e-01 SC2973
2.150000e+11 2.212757e+11 2.918907e-02 SC312v2
2.670000e+11 2.221367e+11 1.680275e-01 SC312v6
7.090000e+12 7.423585e+12 4.705012e-02 SC3132v3
3.870000e+12 3.842601e+12 7.079914e-03 SC3132v5
1.910000e+12 1.965655e+12 2.913883e-02 SC3152v1
3.100000e+12 2.773958e+12 1.051749e-01 SC3152v3
3.630000e+11 2.183668e+11 3.984385e-01 SC320v10
4.500000e+11 2.144235e+11 5.235033e-01 SC320v7
1.940000e+11 1.714429e+11 1.162738e-01 SC3252v1
1.170000e+11 1.166698e+11 2.822415e-03 SC3383v1
9.310000e+11 1.011540e+12 8.650883e-02 SC3383v2
8.780000e+12 8.148390e+12 7.193741e-02 SC3411v10
7.570000e+12 8.394005e+12 1.088514e-01 SC3411v9
7.170000e+11 8.984401e+11 2.530546e-01 SC342v1
5.310000e+12 3.290638e+12 3.802941e-01 SC3491v2
7.230000e+12 3.745468e+12 4.819547e-01 SC3492v1
1.630000e+13 7.113291e+12 5.636018e-01 SC3501v6
1.600000e+13 7.809198e+12 5.119252e-01 SC3501v9
9.880000e+12 6.884262e+12 3.032123e-01 SC3502v10
1.520000e+13 7.687413e+12 4.942492e-01 SC3502v8
1.440000e+13 7.845599e+12 4.551667e-01 SC3503
1.490000e+12 1.621819e+12 8.846901e-02 SC3753v2
3.000000e+12 3.195750e+12 6.525002e-02 SC3753v5
3.200000e+12 3.638694e+12 1.370920e-01 SC3753v7
4.480000e+12 4.510811e+12 6.877481e-03 SC4023v2
7.210000e+12 7.996594e+12 1.090977e-01 SC4023v3
2.070000e+12 2.442714e+12 1.800551e-01 SC4023v5
