Ytrue Ypred RelError Label
1.780000e+11 1.282018e+11 2.797652e-01 SC2973
2.150000e+11 2.216640e+11 3.099533e-02 SC312v2
2.670000e+11 2.900091e+11 8.617650e-02 SC312v6
7.090000e+12 7.249217e+12 2.245653e-02 SC3132v3
3.870000e+12 4.174406e+12 7.865778e-02 SC3132v5
1.910000e+12 1.793075e+12 6.121750e-02 SC3152v1
3.100000e+12 3.080327e+12 6.346264e-03 SC3152v3
3.630000e+11 3.850885e+11 6.084983e-02 SC320v10
4.500000e+11 3.709113e+11 1.757526e-01 SC320v7
1.940000e+11 1.983366e+11 2.235384e-02 SC3252v1
1.170000e+11 1.281888e+11 9.563081e-02 SC3383v1
9.310000e+11 9.813338e+11 5.406424e-02 SC3383v2
8.780000e+12 7.078967e+12 1.937395e-01 SC3411v10
7.570000e+12 7.031173e+12 7.117930e-02 SC3411v9
7.170000e+11 6.864590e+11 4.259553e-02 SC342v1
5.310000e+12 2.987844e+12 4.373175e-01 SC3491v2
7.230000e+12 3.473147e+12 5.196200e-01 SC3492v1
1.630000e+13 6.540113e+12 5.987661e-01 SC3501v6
1.600000e+13 6.810818e+12 5.743239e-01 SC3501v9
9.880000e+12 5.893048e+12 4.035376e-01 SC3502v10
1.520000e+13 7.020945e+12 5.380957e-01 SC3502v8
1.440000e+13 7.213489e+12 4.990633e-01 SC3503
1.490000e+12 1.520768e+12 2.064964e-02 SC3753v2
3.000000e+12 3.214902e+12 7.163388e-02 SC3753v5
3.200000e+12 3.333206e+12 4.162687e-02 SC3753v7
4.480000e+12 4.140799e+12 7.571462e-02 SC4023v2
7.210000e+12 7.402825e+12 2.674407e-02 SC4023v3
2.070000e+12 2.260203e+12 9.188550e-02 SC4023v5
