N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.310420916E+00 1.306094757E+00 1.303489772E+00 1.301225514E+00
1.016672606E+01 1.310470350E+00 1.306165172E+00 1.303585377E+00 1.301350796E+00
1.033324570E+01 1.310542570E+00 1.306267828E+00 1.303724393E+00 1.301532383E+00
1.049996187E+01 1.310647899E+00 1.306417043E+00 1.303925656E+00 1.301794099E+00
1.066670514E+01 1.310801057E+00 1.306633004E+00 1.304215308E+00 1.302168355E+00
1.083333839E+01 1.311022851E+00 1.306943651E+00 1.304628657E+00 1.302697665E+00
1.100000000E+01 1.311342145E+00 1.307386647E+00 1.305211648E+00 1.303435127E+00
1.116672606E+01 1.311797993E+00 1.308010899E+00 1.306021002E+00 1.304442467E+00
1.133324570E+01 1.312441401E+00 1.308876628E+00 1.307121705E+00 1.305784374E+00
1.149996187E+01 1.313335688E+00 1.310052694E+00 1.308580659E+00 1.307518977E+00
1.166670514E+01 1.314554196E+00 1.311609983E+00 1.310456701E+00 1.309686472E+00
1.183333839E+01 1.316173843E+00 1.313611075E+00 1.312789375E+00 1.312300518E+00
1.200000000E+01 1.318264467E+00 1.316098449E+00 1.315590836E+00 1.315346830E+00
1.216672606E+01 1.320875627E+00 1.319085421E+00 1.318844639E+00 1.318790029E+00
1.233324570E+01 1.324024945E+00 1.322553628E+00 1.322512393E+00 1.322585856E+00
1.249996187E+01 1.327692914E+00 1.326459206E+00 1.326546173E+00 1.326694248E+00
1.266670514E+01 1.331828184E+00 1.330746386E+00 1.330902071E+00 1.331087684E+00
1.283333839E+01 1.336363019E+00 1.335362852E+00 1.335548290E+00 1.335751209E+00
1.300000000E+01 1.341231861E+00 1.340268559E+00 1.340463977E+00 1.340675527E+00
