N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 9.859905000E-03 8.979225000E-03 8.399041000E-03 8.011930000E-03
1.016672606E+01 7.279988000E-03 6.546215000E-03 6.063898000E-03 5.740803000E-03
1.033324570E+01 5.301672000E-03 4.718518000E-03 4.336513000E-03 4.080134000E-03
1.049996187E+01 3.814741000E-03 3.369295000E-03 3.078378000E-03 2.882838000E-03
1.066670514E+01 2.720233000E-03 2.390710000E-03 2.175923000E-03 2.031315000E-03
1.083333839E+01 1.929707000E-03 1.692102000E-03 1.537373000E-03 1.433059000E-03
1.100000000E+01 1.367678000E-03 1.199889000E-03 1.090733000E-03 1.017152000E-03
1.116672606E+01 9.730350000E-04 8.567570000E-04 7.812800000E-04 7.306060000E-04
1.133324570E+01 6.985360000E-04 6.195080000E-04 5.685150000E-04 5.346640000E-04
1.149996187E+01 5.089240000E-04 4.564600000E-04 4.250610000E-04 4.030470000E-04
1.166670514E+01 3.785040000E-04 3.447430000E-04 3.250560000E-04 3.120130000E-04
1.183333839E+01 2.888590000E-04 2.680020000E-04 2.568180000E-04 2.493230000E-04
1.200000000E+01 2.268790000E-04 2.146350000E-04 2.082010000E-04 2.042600000E-04
1.216672606E+01 1.833030000E-04 1.765320000E-04 1.732230000E-04 1.710770000E-04
1.233324570E+01 1.519670000E-04 1.481990000E-04 1.464990000E-04 1.455930000E-04
1.249996187E+01 1.279380000E-04 1.260840000E-04 1.253380000E-04 1.248760000E-04
1.266670514E+01 1.088500000E-04 1.080070000E-04 1.076430000E-04 1.074410000E-04
1.283333839E+01 9.303700000E-05 9.269100000E-05 9.252200000E-05 9.243800000E-05
1.300000000E+01 7.956000000E-05 7.940500000E-05 7.932500000E-05 7.929000000E-05
