N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.750795600E-02 1.745527900E-02 1.756641300E-02 1.777246400E-02
1.016672606E+01 1.269183600E-02 1.252901000E-02 1.250905200E-02 1.260467800E-02
1.033324570E+01 9.141092000E-03 8.936042000E-03 8.850521000E-03 8.884749000E-03
1.049996187E+01 6.553677000E-03 6.351410000E-03 6.245629000E-03 6.248825000E-03
1.066670514E+01 4.694159000E-03 4.519879000E-03 4.416147000E-03 4.425778000E-03
1.083333839E+01 3.377877000E-03 3.242084000E-03 3.234059000E-03 3.164238000E-03
1.100000000E+01 2.459754000E-03 2.363004000E-03 2.358752000E-03 2.313654000E-03
1.116672606E+01 1.830438000E-03 1.763631000E-03 1.760251000E-03 1.736624000E-03
1.133324570E+01 1.395449000E-03 1.354706000E-03 1.354756000E-03 1.345392000E-03
1.149996187E+01 1.094767000E-03 1.071771000E-03 1.074353000E-03 1.071057000E-03
1.166670514E+01 8.825210000E-04 8.704290000E-04 8.725630000E-04 8.741010000E-04
1.183333839E+01 7.274220000E-04 7.233690000E-04 7.239800000E-04 7.263870000E-04
1.200000000E+01 6.093920000E-04 6.076820000E-04 6.086340000E-04 6.114620000E-04
1.216672606E+01 5.158190000E-04 5.151900000E-04 5.159280000E-04 5.183240000E-04
1.233324570E+01 4.389730000E-04 4.388100000E-04 4.386760000E-04 4.415790000E-04
1.249996187E+01 3.741830000E-04 3.741200000E-04 3.741630000E-04 3.767700000E-04
1.266670514E+01 3.184600000E-04 3.189580000E-04 3.186490000E-04 3.206640000E-04
1.283333839E+01 2.708700000E-04 2.711010000E-04 2.704070000E-04 2.726550000E-04
1.300000000E+01 2.289750000E-04 2.290170000E-04 2.291840000E-04 2.298450000E-04
