N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.046117972E+00 1.044453838E+00 1.042821155E+00 1.041191963E+00
1.600000000E+01 1.223504607E+00 1.214841875E+00 1.206261302E+00 1.202023140E+00
1.700000000E+01 1.331253028E+00 1.328204577E+00 1.325235161E+00 1.323587556E+00
1.549996187E+01 1.011826501E+00 1.010746036E+00 1.009935115E+00 1.009279065E+00
1.649996187E+01 1.294310721E+00 1.291073986E+00 1.287540947E+00 1.284444638E+00
1.674996808E+01 1.314426187E+00 1.310103125E+00 1.307734389E+00 1.305192193E+00
1.624993176E+01 1.269860636E+00 1.264639423E+00 1.260001282E+00 1.255840316E+00
1.574996808E+01 1.112115839E+00 1.093958980E+00 1.083220028E+00 1.075134431E+00
1.524993176E+01 1.019926988E+00 1.018741952E+00 1.017715243E+00 1.016789961E+00
