f G/w
1.0000000E+6 2.4365392E-5
8.9779585E+5 2.4719646E-5
8.0603739E+5 2.5622412E-5
7.2365703E+5 2.6630618E-5
6.4969628E+5 2.7645315E-5
5.8329463E+5 2.8756560E-5
5.2367949E+5 2.9956203E-5
4.7015728E+5 3.1192699E-5
4.2210526E+5 3.2303016E-5
3.7896435E+5 3.3601929E-5
3.4023262E+5 3.4873767E-5
3.0545943E+5 3.6152756E-5
2.7424021E+5 3.7466413E-5
2.4621173E+5 3.8772718E-5
2.2104787E+5 4.0123598E-5
1.9845586E+5 4.1529852E-5
1.7817285E+5 4.3000615E-5
1.5996284E+5 4.4589502E-5
1.4361398E+5 4.6338366E-5
1.2893603E+5 4.8269824E-5
1.1575824E+5 5.0478220E-5
1.0392726E+5 5.2950435E-5
9.3305466E+4 5.5743446E-5
8.3769261E+4 5.8921126E-5
7.5207695E+4 6.2497275E-5
6.7521156E+4 6.6539684E-5
6.0620214E+4 7.1129097E-5
5.4424577E+4 7.6243410E-5
4.8862159E+4 8.1963372E-5
4.3868244E+4 8.8382115E-5
3.9384728E+4 9.5555959E-5
3.5359445E+4 1.0369570E-4
3.1745563E+4 1.1267340E-4
2.8501035E+4 1.2250102E-4
2.5588111E+4 1.3343442E-4
2.2972900E+4 1.4567356E-4
2.0624974E+4 1.5906213E-4
1.8517016E+4 1.7408535E-4
1.6624501E+4 1.9052825E-4
1.4925408E+4 2.0882097E-4
1.3399969E+4 2.2911640E-4
1.2030437E+4 2.5166774E-4
1.0800876E+4 2.7667052E-4
9.6969820E+3 3.0430502E-4
8.7059100E+3 3.3506976E-4
7.8161300E+3 3.6904388E-4
7.0172890E+3 4.0701134E-4
6.3000930E+3 4.4962164E-4
5.6561970E+3 4.9644268E-4
5.0781110E+3 5.4789404E-4
4.5591070E+3 6.0598724E-4
4.0931470E+3 6.7158171E-4
3.6748100E+3 7.4283051E-4
3.2992300E+3 8.2401889E-4
2.9620350E+3 9.1285612E-4
2.6593020E+3 1.0136525E-3
2.3875110E+3 1.1259537E-3
2.1434970E+3 1.2505875E-3
1.9244230E+3 1.3896647E-3
1.7277390E+3 1.5444317E-3
1.5511570E+3 1.7170857E-3
1.3926220E+3 1.9111716E-3
1.2502900E+3 2.1275818E-3
1.1225050E+3 2.3675783E-3
1.0077810E+3 2.6350164E-3
9.0478100E+2 2.9338727E-3
8.1230900E+2 3.2657021E-3
7.2928800E+2 3.6376859E-3
6.5475100E+2 4.0477496E-3
5.8783300E+2 4.5115867E-3
5.2775400E+2 5.0194850E-3
4.7381500E+2 5.5878677E-3
4.2539000E+2 6.2242252E-3
3.8191300E+2 6.9342006E-3
3.4288000E+2 7.7304648E-3
3.0783600E+2 8.5952641E-3
2.7637400E+2 9.5473907E-3
2.4812700E+2 1.0633624E-2
2.2276800E+2 1.1850359E-2
2.0000000E+2 1.3183834E-2
