f G/w
1.0000000E+6 2.4203315E-5
8.9779585E+5 2.4558302E-5
8.0603739E+5 2.5516245E-5
7.2365703E+5 2.6452548E-5
6.4969628E+5 2.7474665E-5
5.8329463E+5 2.8572416E-5
5.2367949E+5 2.9761961E-5
4.7015728E+5 3.0994006E-5
4.2210526E+5 3.2102833E-5
3.7896435E+5 3.3389508E-5
3.4023262E+5 3.4674451E-5
3.0545943E+5 3.5948621E-5
2.7424021E+5 3.7258946E-5
2.4621173E+5 3.8570674E-5
2.2104787E+5 3.9924293E-5
1.9845586E+5 4.1324518E-5
1.7817285E+5 4.2825242E-5
1.5996284E+5 4.4428147E-5
1.4361398E+5 4.6180593E-5
1.2893603E+5 4.8143286E-5
1.1575824E+5 5.0411269E-5
1.0392726E+5 5.2941483E-5
9.3305466E+4 5.5789838E-5
8.3769261E+4 5.9013736E-5
7.5207695E+4 6.2688143E-5
6.7521156E+4 6.6783253E-5
6.0620214E+4 7.1464697E-5
5.4424577E+4 7.6719072E-5
4.8862159E+4 8.2710488E-5
4.3868244E+4 8.9141721E-5
3.9384728E+4 9.6386615E-5
3.5359445E+4 1.0482009E-4
3.1745563E+4 1.1401880E-4
2.8501035E+4 1.2396666E-4
2.5588111E+4 1.3436049E-4
2.2972900E+4 1.4704743E-4
2.0624974E+4 1.6028374E-4
1.8517016E+4 1.7559882E-4
1.6624501E+4 1.9211459E-4
1.4925408E+4 2.1088976E-4
1.3399969E+4 2.3151480E-4
1.2030437E+4 2.5536238E-4
1.0800876E+4 2.8027962E-4
9.6969820E+3 3.0778343E-4
8.7059100E+3 3.3837716E-4
7.8161300E+3 3.7271206E-4
7.0172890E+3 4.1246997E-4
6.3000930E+3 4.5421767E-4
5.6561970E+3 5.0176174E-4
5.0781110E+3 5.5443031E-4
4.5591070E+3 6.1412429E-4
4.0931470E+3 6.8032387E-4
3.6748100E+3 7.5591548E-4
3.2992300E+3 8.3965845E-4
2.9620350E+3 9.3057198E-4
2.6593020E+3 1.0350967E-3
2.3875110E+3 1.1489020E-3
2.1434970E+3 1.2733109E-3
1.9244230E+3 1.4169886E-3
1.7277390E+3 1.5729703E-3
1.5511570E+3 1.7490714E-3
1.3926220E+3 1.9431437E-3
1.2502900E+3 2.1599465E-3
1.1225050E+3 2.4059700E-3
1.0077810E+3 2.6843855E-3
9.0478100E+2 2.9815368E-3
8.1230900E+2 3.3167762E-3
7.2928800E+2 3.6857605E-3
6.5475100E+2 4.0980560E-3
5.8783300E+2 4.5616817E-3
5.2775400E+2 5.0894435E-3
4.7381500E+2 5.6802810E-3
4.2539000E+2 6.3385996E-3
3.8191300E+2 7.0443625E-3
3.4288000E+2 7.8323806E-3
3.0783600E+2 8.7089568E-3
2.7637400E+2 9.7156165E-3
2.4812700E+2 1.0822983E-2
2.2276800E+2 1.2033215E-2
2.0000000E+2 1.3301432E-2
