N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 4.621400000E-05 3.819800000E-05 2.224600000E-05 -1.248600000E-05 3.694100000E-05 3.922600000E-05 4.849000000E-05 6.886700000E-05 1.082760000E-04 1.795710000E-04 3.024950000E-04
1.600000000E+01 7.108490000E-04 6.335890000E-04 5.846760000E-04 5.641480000E-04 5.704450000E-04 6.008310000E-04 6.475530000E-04 6.964060000E-04 7.221720000E-04 6.775140000E-04 4.921450000E-04
1.700000000E+01 1.176368900E-02 1.065113500E-02 9.536400000E-03 8.571035000E-03 7.824448000E-03 7.334214000E-03 7.137289000E-03 7.273326000E-03 7.731908000E-03 8.538087000E-03 9.660420000E-03
1.549996187E+01 1.824090000E-04 1.696550000E-04 1.643640000E-04 1.634480000E-04 1.604580000E-04 1.429660000E-04 8.869900000E-05 -3.159500000E-05 7.306200000E-05 7.691400000E-05 9.087900000E-05
1.649996187E+01 2.960028000E-03 2.613652000E-03 2.333330000E-03 2.133398000E-03 2.023782000E-03 2.007949000E-03 2.086980000E-03 2.257389000E-03 2.511275000E-03 2.827110000E-03 3.176736000E-03
1.674996808E+01 6.009955000E-03 5.348861000E-03 4.765878000E-03 4.299487000E-03 3.979914000E-03 3.823905000E-03 3.842857000E-03 4.037747000E-03 4.411149000E-03 4.956043000E-03 5.646945000E-03
1.624993176E+01 1.442985000E-03 1.275600000E-03 1.151615000E-03 1.077718000E-03 1.054653000E-03 1.082683000E-03 1.157877000E-03 1.272484000E-03 1.408257000E-03 1.541188000E-03 1.608463000E-03
1.574996808E+01 3.565020000E-04 3.238820000E-04 3.071870000E-04 3.051520000E-04 3.144050000E-04 3.281030000E-04 3.333160000E-04 3.053930000E-04 2.044500000E-04 -1.708000000E-05 1.050050000E-04
1.524993176E+01 9.424300000E-05 8.813200000E-05 8.244900000E-05 7.108500000E-05 4.182400000E-05 -2.323600000E-05 5.171800000E-05 5.492000000E-05 6.671700000E-05 9.142800000E-05 1.370000000E-04
