N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.143600000E-05 9.875000000E-06 8.195000000E-06 5.573000000E-06 5.300000001E-07 -8.694000000E-06 9.122000000E-06 1.020100000E-05 1.304100000E-05 1.868100000E-05 2.916600000E-05
1.600000000E+01 1.899730000E-04 1.658320000E-04 1.457510000E-04 1.303040000E-04 1.198470000E-04 1.146060000E-04 1.140780000E-04 1.174330000E-04 1.232350000E-04 1.284910000E-04 1.283230000E-04
1.700000000E+01 3.137579000E-03 2.954179000E-03 2.708764000E-03 2.454247000E-03 2.207672000E-03 1.976729000E-03 1.777253000E-03 1.625346000E-03 1.518829000E-03 1.473269000E-03 1.482659000E-03
1.549996187E+01 4.649700000E-05 4.080500000E-05 3.671500000E-05 3.409600000E-05 3.256800000E-05 3.142100000E-05 2.916000000E-05 2.313400000E-05 9.187000000E-06 -1.642600000E-05 1.816400000E-05
1.649996187E+01 7.889970000E-04 7.060010000E-04 6.261690000E-04 5.539630000E-04 4.934580000E-04 4.468740000E-04 4.161910000E-04 4.023080000E-04 4.050860000E-04 4.228290000E-04 4.550630000E-04
1.674996808E+01 1.592802000E-03 1.454620000E-03 1.309924000E-03 1.169071000E-03 1.040944000E-03 9.323450000E-04 8.485330000E-04 7.921570000E-04 7.664090000E-04 7.722720000E-04 8.087150000E-04
1.624993176E+01 3.867650000E-04 3.411390000E-04 2.997630000E-04 2.652010000E-04 2.386340000E-04 2.212260000E-04 2.130890000E-04 2.138930000E-04 2.223250000E-04 2.375660000E-04 2.550070000E-04
1.574996808E+01 9.368900000E-05 8.168800000E-05 7.236500000E-05 6.597800000E-05 6.236800000E-05 6.118300000E-05 6.164500000E-05 6.225500000E-05 6.025300000E-05 5.108300000E-05 2.802500000E-05
1.524993176E+01 2.320100000E-05 2.052600000E-05 1.855200000E-05 1.694400000E-05 1.488800000E-05 1.088700000E-05 2.444000000E-06 -1.287400000E-05 1.284000000E-05 1.411700000E-05 1.738500000E-05
