T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.353620000E-04 2.742580000E-04 5.214710000E-04 9.963820000E-04 1.930295000E-03 3.764933000E-03 7.278143000E-03 1.356294100E-02 2.376676000E-02
295 1.114650000E-04 2.612700000E-04 4.952000000E-04 9.228720000E-04 1.749018000E-03 3.371022000E-03 6.481083000E-03 1.210823100E-02 2.141609500E-02
300 5.877400000E-05 2.475050000E-04 4.905340000E-04 8.969730000E-04 1.653442000E-03 3.112730000E-03 5.900893000E-03 1.095875300E-02 1.937841700E-02
305 -5.710200000E-05 2.113920000E-04 4.967950000E-04 9.139450000E-04 1.642357000E-03 3.004521000E-03 5.567477000E-03 1.019052100E-02 1.789648000E-02
310 1.075370000E-04 1.111890000E-04 4.914800000E-04 9.621660000E-04 1.709614000E-03 3.045862000E-03 5.499793000E-03 9.862069000E-03 1.709552900E-02
315 1.202200000E-04 -1.070700000E-04 4.306290000E-04 1.017750000E-03 1.845088000E-03 3.234602000E-03 5.703278000E-03 1.000139400E-02 1.704487200E-02
320 1.565450000E-04 1.502940000E-04 2.385090000E-04 1.034640000E-03 2.022128000E-03 3.557200000E-03 6.176019000E-03 1.062919200E-02 1.780147500E-02
325 2.309670000E-04 1.676960000E-04 -1.673830000E-04 9.258280000E-04 2.190137000E-03 3.986156000E-03 6.902428000E-03 1.173890300E-02 1.942552400E-02
330 3.699610000E-04 2.139990000E-04 2.105700000E-04 5.582860000E-04 2.258237000E-03 4.457559000E-03 7.853507000E-03 1.332632200E-02 2.188961700E-02
335 6.145040000E-04 3.045700000E-04 2.323340000E-04 -1.953730000E-04 2.060062000E-03 4.881894000E-03 8.953346000E-03 1.535684000E-02 2.520891800E-02
340 1.025289000E-03 4.664210000E-04 2.877020000E-04 2.975590000E-04 1.364897000E-03 5.038067000E-03 1.009330300E-02 1.773060400E-02 2.927305800E-02
