T d154 d184 d214 d244
d 150 180 210 240
290 1.238686746E+00 1.235955077E+00 1.232536006E+00 1.231053550E+00
295 1.239630281E+00 1.237095037E+00 1.234070246E+00 1.232537776E+00
300 1.240886454E+00 1.238362748E+00 1.235424935E+00 1.233903949E+00
305 1.241791174E+00 1.239119236E+00 1.236066450E+00 1.234490523E+00
310 1.241416242E+00 1.237701295E+00 1.234890365E+00 1.233202488E+00
315 1.238121451E+00 1.233605320E+00 1.230049396E+00 1.227937079E+00
320 1.229294225E+00 1.223358127E+00 1.218682036E+00 1.215702896E+00
325 1.210205686E+00 1.202078362E+00 1.195580589E+00 1.191213313E+00
330 1.174165794E+00 1.162412346E+00 1.153327089E+00 1.147263553E+00
335 1.112115839E+00 1.093958980E+00 1.083220028E+00 1.075134431E+00
340 1.017472564E+00 1.008657541E+00 1.007948067E+00 1.007386009E+00
