T d154 d184 d214 d244
d 150 180 210 240
290 1.303470444E+00 1.300456798E+00 1.297805725E+00 1.296939029E+00
295 1.304372878E+00 1.301473631E+00 1.298905725E+00 1.298142697E+00
300 1.306236983E+00 1.303632835E+00 1.300935513E+00 1.300323601E+00
305 1.308983233E+00 1.306850168E+00 1.303849977E+00 1.303414777E+00
310 1.312469861E+00 1.310454960E+00 1.307490107E+00 1.306871558E+00
315 1.316402862E+00 1.314442813E+00 1.311557728E+00 1.310759470E+00
320 1.320555869E+00 1.318601252E+00 1.315621550E+00 1.314703026E+00
325 1.324527129E+00 1.322507198E+00 1.319639369E+00 1.318270873E+00
330 1.328088031E+00 1.325468760E+00 1.322849696E+00 1.321489355E+00
335 1.331253028E+00 1.328204577E+00 1.325235161E+00 1.323587556E+00
340 1.333457459E+00 1.329770745E+00 1.326432704E+00 1.324477410E+00
