N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 320 2.100E-4 1.252094792E+00 1.323567139E+00
1.468000E+10 1.000E+17 320 2.100E-4 1.269364431E+00 1.323670574E+00
2.154000E+10 1.000E+17 320 2.100E-4 1.282824925E+00 1.323821013E+00
3.162000E+10 1.000E+17 320 2.100E-4 1.293181847E+00 1.324038922E+00
4.642000E+10 1.000E+17 320 2.100E-4 1.301172948E+00 1.324352754E+00
6.813000E+10 1.000E+17 320 2.100E-4 1.307439448E+00 1.324801041E+00
1.000000E+11 1.000E+17 320 2.100E-4 1.312488159E+00 1.325434205E+00
1.468000E+11 1.000E+17 320 2.100E-4 1.316709046E+00 1.326314952E+00
2.154000E+11 1.000E+17 320 2.100E-4 1.320412081E+00 1.327516020E+00
3.162000E+11 1.000E+17 320 2.100E-4 1.323856515E+00 1.329113707E+00
4.642000E+11 1.000E+17 320 2.100E-4 1.327261636E+00 1.331177159E+00
6.813000E+11 1.000E+17 320 2.100E-4 1.330802332E+00 1.333755317E+00
1.000000E+12 1.000E+17 320 2.100E-4 1.334601045E+00 1.336865556E+00
1.468000E+12 1.000E+17 320 2.100E-4 1.338788895E+00 1.340553090E+00
2.154000E+12 1.000E+17 320 2.100E-4 1.343263191E+00 1.344667524E+00
3.162000E+12 1.000E+17 320 2.100E-4 1.348034428E+00 1.349169223E+00
4.642000E+12 1.000E+17 320 2.100E-4 1.353097183E+00 1.354020780E+00
6.813000E+12 1.000E+17 320 2.100E-4 1.358434968E+00 1.359178704E+00
1.000000E+13 1.000E+17 320 2.100E-4 1.364001670E+00 1.364600030E+00
