Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.151946100E+00 1.100629773E+0 5.131632700E-02 1.151946100E+00 1.100629773E+0 5.131632700E-02
1.468000E+10 1.151972530E+00 1.096992016E+0 5.498051400E-02 1.151972530E+00 1.096992016E+0 5.498051400E-02
2.154000E+10 1.152010715E+00 1.093487879E+0 5.852283600E-02 1.152010715E+00 1.093487879E+0 5.852283600E-02
3.162000E+10 1.152066520E+00 1.090104429E+0 6.196209100E-02 1.152066520E+00 1.090104429E+0 6.196209100E-02
4.642000E+10 1.152146598E+00 1.086841052E+0 6.530554600E-02 1.152146598E+00 1.086841052E+0 6.530554600E-02
6.813000E+10 1.152261948E+00 1.083696178E+0 6.856577000E-02 1.152261948E+00 1.083696178E+0 6.856577000E-02
1.000000E+11 1.152426357E+00 1.080663084E+0 7.176327300E-02 1.152426357E+00 1.080663084E+0 7.176327300E-02
1.468000E+11 1.152656982E+00 1.077737307E+0 7.491967500E-02 1.152656982E+00 1.077737307E+0 7.491967500E-02
2.154000E+11 1.152974908E+00 1.074919695E+0 7.805521300E-02 1.152974908E+00 1.074919695E+0 7.805521300E-02
3.162000E+11 1.153402506E+00 1.072199776E+0 8.120273000E-02 1.153402506E+00 1.072199776E+0 8.120273000E-02
4.642000E+11 1.153957567E+00 1.069576987E+0 8.438058000E-02 1.153957567E+00 1.069576987E+0 8.438058000E-02
6.813000E+11 1.154649588E+00 1.067050002E+0 8.759958600E-02 1.154649588E+00 1.067050002E+0 8.759958600E-02
1.000000E+12 1.155469473E+00 1.064613357E+0 9.085611600E-02 1.155469473E+00 1.064613357E+0 9.085611600E-02
1.468000E+12 1.156387303E+00 1.062263410E+0 9.412389300E-02 1.156387303E+00 1.062263410E+0 9.412389300E-02
2.154000E+12 1.160293126E+00 1.060000792E+0 1.002923340E-01 1.160293126E+00 1.060000792E+0 1.002923340E-01
3.162000E+12 1.166894765E+00 1.057817043E+0 1.090777220E-01 1.166894765E+00 1.057817043E+0 1.090777220E-01
4.642000E+12 1.167593725E+00 1.055711667E+0 1.118820580E-01 1.167593725E+00 1.055711667E+0 1.118820580E-01
6.813000E+12 1.168112578E+00 1.053683557E+0 1.144290210E-01 1.168112578E+00 1.053683557E+0 1.144290210E-01
1.000000E+13 1.168752900E+00 1.051728288E+0 1.170246120E-01 1.168752900E+00 1.051728288E+0 1.170246120E-01
