Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.186480171E+00 1.258961611E+0 -7.248144000E-02 1.186480171E+00 1.258961611E+0 -7.248144000E-02
1.468000E+10 1.186597726E+00 1.143402011E+0 4.319571500E-02 1.186597726E+00 1.143402011E+0 4.319571500E-02
2.154000E+10 1.186770030E+00 1.079010515E+0 1.077595150E-01 1.186770030E+00 1.079010515E+0 1.077595150E-01
3.162000E+10 1.187022366E+00 1.043316151E+0 1.437062150E-01 1.187022366E+00 1.043316151E+0 1.437062150E-01
4.642000E+10 1.187391543E+00 1.023663633E+0 1.637279100E-01 1.187391543E+00 1.023663633E+0 1.637279100E-01
6.813000E+10 1.187930855E+00 1.012894751E+0 1.750361040E-01 1.187930855E+00 1.012894751E+0 1.750361040E-01
1.000000E+11 1.188716982E+00 1.007007452E+0 1.817095300E-01 1.188716982E+00 1.007007452E+0 1.817095300E-01
1.468000E+11 1.189217786E+00 1.003797987E+0 1.854197990E-01 1.189217786E+00 1.003797987E+0 1.854197990E-01
2.154000E+11 1.189331073E+00 1.002055373E+0 1.872757000E-01 1.189331073E+00 1.002055373E+0 1.872757000E-01
3.162000E+11 1.189486357E+00 1.001109115E+0 1.883772420E-01 1.189486357E+00 1.001109115E+0 1.883772420E-01
4.642000E+11 1.189693563E+00 1.000597206E+0 1.890963570E-01 1.189693563E+00 1.000597206E+0 1.890963570E-01
6.813000E+11 1.189960087E+00 1.000321065E+0 1.896390220E-01 1.189960087E+00 1.000321065E+0 1.896390220E-01
1.000000E+12 1.190287597E+00 1.000172263E+0 1.901153340E-01 1.190287597E+00 1.000172263E+0 1.901153340E-01
1.468000E+12 1.190668416E+00 1.000092235E+0 1.905761810E-01 1.190668416E+00 1.000092235E+0 1.905761810E-01
2.154000E+12 1.191053636E+00 1.000049337E+0 1.910042990E-01 1.191053636E+00 1.000049337E+0 1.910042990E-01
3.162000E+12 1.191521575E+00 1.000026326E+0 1.914952490E-01 1.191521575E+00 1.000026326E+0 1.914952490E-01
4.642000E+12 1.192126187E+00 1.000014023E+0 1.921121640E-01 1.192126187E+00 1.000014023E+0 1.921121640E-01
6.813000E+12 1.202638747E+00 1.000007461E+0 2.026312860E-01 1.202638747E+00 1.000007461E+0 2.026312860E-01
1.000000E+13 1.202937967E+00 1.000003963E+0 2.029340040E-01 1.202937967E+00 1.000003963E+0 2.029340040E-01
