fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_335 001_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.373546994E-13 1.000000000E+20 1.227435837E+00 1.311310924E-14 6.301268715E-05 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.177271160E-14 1.000000000E+20 1.255605899E+00 1.205578636E-14 1.503711537E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.657604513E-13 1.000000000E+20 1.236208929E+00 1.872378941E-14 7.825577281E-05 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.032146460E-14 1.000000000E+20 1.255721883E+00 1.769074587E-14 1.509686574E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.070385490E-13 1.000000000E+20 1.242275295E+00 2.697533995E-14 9.307543665E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.318314270E-13 1.000000000E+20 1.255890107E+00 2.595639708E-14 1.518918863E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.667960273E-13 1.000000000E+20 1.246715956E+00 3.908386357E-14 1.071939749E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.919343047E-13 1.000000000E+20 1.256240866E+00 3.807484629E-14 1.533186481E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.527801580E-13 1.000000000E+20 1.250011555E+00 5.683906796E-14 1.202551124E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.784719161E-13 1.000000000E+20 1.257401114E+00 5.581297499E-14 1.554889806E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.755728165E-13 1.000000000E+20 1.253801186E+00 8.278700159E-14 1.324396362E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.019735393E-13 1.000000000E+20 1.259022456E+00 8.177302886E-14 1.590888603E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.487598101E-13 1.000000000E+20 1.257673023E+00 1.207179548E-13 1.449636941E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.761318531E-13 1.000000000E+20 1.261307828E+00 1.197347932E-13 1.650638436E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.887458217E-13 1.000000000E+20 1.260864607E+00 1.763330469E-13 1.575120983E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.173763017E-13 1.000000000E+20 1.263002574E+00 1.754021018E-13 1.722154393E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.213950426E-12 1.000000000E+20 1.262681224E+00 2.575945540E-13 1.727005403E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.144377426E-12 1.000000000E+20 1.264273407E+00 2.567047421E-13 1.839066877E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.644310220E-12 1.000000000E+20 1.268354887E+00 3.759297722E-13 1.934778241E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.577056755E-12 1.000000000E+20 1.269713841E+00 3.751239927E-13 2.021832999E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.196190458E-12 1.000000000E+20 1.279579409E+00 5.498342985E-13 2.259898103E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.131627710E-12 1.000000000E+20 1.280357446E+00 5.490286725E-13 2.331585381E-04 
012_335 012_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.875023476E-12 1.000000000E+20 1.284254087E+00 8.022261277E-13 2.624160946E-04 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.813569566E-12 1.000000000E+20 1.284737127E+00 8.014822494E-13 2.682234898E-04 
013_335 013_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.684460414E-12 1.000000000E+20 1.287682261E+00 1.170772050E-12 3.068888765E-04 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.626369711E-12 1.000000000E+20 1.288000882E+00 1.170078429E-12 3.117911038E-04 
014_335 014_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.628067331E-12 1.000000000E+20 1.291097081E+00 1.708745443E-12 3.647549002E-04 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.573319618E-12 1.000000000E+20 1.291306609E+00 1.708101293E-12 3.690295345E-04 
015_335 015_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.715269760E-12 1.000000000E+20 1.294562956E+00 2.497146164E-12 4.377746078E-04 
