T d154 d184 d214 d244
d 150 180 210 240
290 1.692890200E-02 1.678405300E-02 1.715078900E-02 1.715678200E-02
295 1.649532200E-02 1.664389200E-02 1.706067600E-02 1.706487800E-02
300 1.545975600E-02 1.558055100E-02 1.601623300E-02 1.602791500E-02
305 1.296287000E-02 1.304623200E-02 1.340735300E-02 1.342160700E-02
310 7.641219000E-03 7.660688000E-03 7.900197000E-03 7.864934000E-03
315 -2.366184000E-03 -2.762227000E-03 -2.644169000E-03 -2.901031000E-03
320 -2.278719500E-02 -2.211564800E-02 -2.233839000E-02 -2.326592400E-02
325 -5.474666900E-02 -5.446177200E-02 -5.510091300E-02 -5.630983600E-02
330 -1.026084790E-01 -1.024816300E-01 -1.032669850E-01 -1.045285070E-01
335 -1.287831020E-01 -1.227590650E-01 -1.155132650E-01 -1.078241710E-01
340 -6.010877500E-02 -5.046428500E-02 -3.909188800E-02 -2.701788800E-02
