T d154 d184 d214 d244
d 150 180 210 240
290 9.016004000E-03 1.004469500E-02 1.029423800E-02 1.014141300E-02
295 7.582637000E-03 8.551189000E-03 8.795584000E-03 8.835833000E-03
300 3.606415000E-03 4.527119000E-03 4.680208000E-03 3.428213000E-03
305 -5.056860000E-03 -4.317060000E-03 -4.305394000E-03 -5.705554000E-03
310 -2.225161800E-02 -2.182347500E-02 -2.215383000E-02 -2.381817200E-02
315 -5.277102200E-02 -5.278860300E-02 -5.358124300E-02 -5.570853600E-02
320 -9.982685700E-02 -1.002331060E-01 -1.013388640E-01 -1.037693490E-01
325 -1.173073010E-01 -1.131203020E-01 -1.076190000E-01 -1.015048860E-01
330 -4.856969300E-02 -4.213558500E-02 -3.340515600E-02 -2.351009100E-02
335 7.160528000E-03 7.508732000E-03 7.795536000E-03 8.019989000E-03
340 1.109947500E-02 1.133757600E-02 1.163616400E-02 1.188591800E-02
