N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018629164E+00 1.017163509E+00 1.016160729E+00 1.015498424E+00
1.600000000E+01 1.247291952E+00 1.245875118E+00 1.244830480E+00 1.244567703E+00
1.700000000E+01 1.294749730E+00 1.295067656E+00 1.294970805E+00 1.294755063E+00
1.549996187E+01 1.201216986E+00 1.198580588E+00 1.196597920E+00 1.194440785E+00
1.649996187E+01 1.265485305E+00 1.265205846E+00 1.264880242E+00 1.264738420E+00
1.674996808E+01 1.277287212E+00 1.277380328E+00 1.277125611E+00 1.276911353E+00
1.624993176E+01 1.257008956E+00 1.256266507E+00 1.255813625E+00 1.255600114E+00
1.574996808E+01 1.232586689E+00 1.230213070E+00 1.229033267E+00 1.227989902E+00
1.524993176E+01 1.093007963E+00 1.091952428E+00 1.091036988E+00 1.089377139E+00
