fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 27256 310.22 37.374 1.000000000E+00 1.600000000E+00 4.448202036E-11 1.372275379E+03 3.488584423E+00 1.615794553E-05 2.547054335E-03 4.410445113E-01 2.527636433E-03 5.206833731E-01 5.804579158E-04 3.153985104E-01 1.840391052E-03 1.421473381E-01 
00L2 27382 314.57 36.857 1.000000000E+00 1.600000000E+00 8.444236799E-11 1.241454563E+03 3.151765609E+00 1.132395915E-05 2.536424409E-03 4.306578392E-01 2.523947428E-03 -5.105994250E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.246940456E-01 
00L3 27502 317.39 36.53 1.000000000E+00 1.600000000E+00 1.158166884E-10 5.724540724E+02 2.065273865E+00 7.827083811E-07 2.592695915E-03 4.237962908E-01 2.519080609E-03 5.420363061E-01 5.786655035E-04 3.017079390E-01 1.918149424E-03 1.371842292E-01 
00L4 27622 319.05 36.34 1.000000000E+00 1.600000000E+00 1.115107097E-10 1.026799958E+03 2.199771145E+00 1.944076608E-06 2.523036531E-03 4.200526333E-01 2.522036531E-03 5.238447957E-01 5.549549355E-04 2.954034915E-01 1.878168228E-03 2.230868484E-01 
00L5 27742 320.38 36.189 1.000000000E+00 1.600000000E+00 2.027520109E-10 7.255722883E+02 2.538069389E+00 3.737789522E-06 2.562187724E-03 4.163471156E-01 2.518643972E-03 5.311833407E-01 5.570148678E-04 3.031557412E-01 1.837250806E-03 1.327378410E-01 
00L6 27862 320.77 36.145 1.000000000E+00 1.600000000E+00 2.345331897E-10 5.999884593E+03 4.026210176E+00 4.503042005E-05 2.520808062E-03 4.148032640E-01 2.519808062E-03 5.322154504E-01 5.562846859E-04 3.023826722E-01 1.839565718E-03 1.405861551E-01 
00L7 27982 320.47 36.179 1.000000000E+00 1.600000000E+00 2.180453220E-10 1.506786299E+03 3.452955718E+00 2.084608018E-05 2.531004718E-03 4.178975819E-01 2.517315424E-03 5.267293727E-01 5.541087805E-04 2.991481249E-01 1.852619435E-03 1.306546807E-01 
00L8 28102 320.26 36.202 1.000000000E+00 1.600000000E+00 2.274840138E-10 4.221298355E+02 1.500000000E+01 2.462240466E-04 2.702983069E-03 4.168724870E-01 2.517225934E-03 5.315525531E-01 5.577911755E-04 3.031162934E-01 1.840147813E-03 2.955597985E-01 
00L9 28222 320.22 36.207 1.000000000E+00 1.600000000E+00 1.981737237E-10 1.055994228E+03 2.986456450E+00 9.932672133E-06 2.540977752E-03 4.186972762E-01 2.518436846E-03 5.310483624E-01 5.599706622E-04 3.027908079E-01 1.848931963E-03 1.248702743E-01 
0L10 28342 320.21 36.208 1.000000000E+00 1.600000000E+00 2.132963429E-10 1.508460226E+17 4.969954696E+00 9.233327725E-05 2.547930128E-03 4.186619074E-01 2.521505233E-03 5.306734952E-01 5.602098217E-04 3.053148839E-01 1.834759386E-03 9.185137807E-02 
