N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 340 1.500E-4 1.059556423E+00 1.068343070E+00
1.468000E+10 1.000E+15 340 1.500E-4 1.061974061E+00 1.068235332E+00
2.154000E+10 1.000E+15 340 1.500E-4 1.063676875E+00 1.068077855E+00
3.162000E+10 1.000E+15 340 1.500E-4 1.064786800E+00 1.067848124E+00
4.642000E+10 1.000E+15 340 1.500E-4 1.065401492E+00 1.067513942E+00
6.813000E+10 1.000E+15 340 1.500E-4 1.065581523E+00 1.067029837E+00
1.000000E+11 1.000E+15 340 1.500E-4 1.065345410E+00 1.066332796E+00
1.468000E+11 1.000E+15 340 1.500E-4 1.064668562E+00 1.065337979E+00
2.154000E+11 1.000E+15 340 1.500E-4 1.063485156E+00 1.063936205E+00
3.162000E+11 1.000E+15 340 1.500E-4 1.061695388E+00 1.061997021E+00
4.642000E+11 1.000E+15 340 1.500E-4 1.059184364E+00 1.059384144E+00
6.813000E+11 1.000E+15 340 1.500E-4 1.055862250E+00 1.055992946E+00
1.000000E+12 1.000E+15 340 1.500E-4 1.051734758E+00 1.051818965E+00
1.468000E+12 1.000E+15 340 1.500E-4 1.046997679E+00 1.047051038E+00
2.154000E+12 1.000E+15 340 1.500E-4 1.042127912E+00 1.042161293E+00
3.162000E+12 1.000E+15 340 1.500E-4 1.037876441E+00 1.037897381E+00
4.642000E+12 1.000E+15 340 1.500E-4 1.035088300E+00 1.035101914E+00
6.813000E+12 1.000E+15 340 1.500E-4 1.034286875E+00 1.034296412E+00
1.000000E+13 1.000E+15 340 1.500E-4 1.035557499E+00 1.035564819E+00
