x N
1.8940663E+0 1.4385859E+21
1.8851387E+0 1.4213675E+21
1.8759507E+0 1.4473631E+21
1.8672650E+0 1.5139330E+21
1.8587822E+0 1.5323324E+21
1.8502239E+0 1.4931910E+21
1.8412117E+0 1.5002545E+21
1.8326549E+0 1.5370172E+21
1.8239801E+0 1.5865533E+21
1.8158851E+0 1.6682312E+21
1.8079585E+0 1.6966687E+21
1.8000624E+0 1.5833297E+21
1.7909227E+0 1.5744486E+21
1.7828542E+0 1.6064349E+21
1.7739719E+0 1.5773206E+21
1.7655101E+0 1.6121214E+21
1.7569182E+0 1.5202250E+21
1.7473326E+0 1.5281500E+21
1.7387461E+0 1.6385402E+21
1.7302969E+0 1.5709211E+21
1.7208847E+0 1.5057107E+21
1.7115657E+0 1.5504269E+21
1.7025961E+0 1.5518398E+21
1.6931933E+0 1.5124262E+21
1.6836417E+0 1.4871955E+21
1.6738072E+0 1.4946916E+21
1.6642428E+0 1.4064526E+21
1.6530610E+0 1.4066935E+21
1.6433794E+0 1.4705767E+21
1.6329728E+0 1.3993236E+21
1.6221357E+0 1.3597060E+21
1.6109647E+0 1.3059390E+21
1.5990597E+0 1.3113087E+21
1.5878222E+0 1.3203007E+21
1.5759023E+0 1.2925240E+21
1.5639934E+0 1.2794035E+21
1.5516424E+0 1.2935321E+21
1.5398150E+0 1.3145740E+21
1.5276616E+0 1.3471749E+21
1.5162365E+0 1.4606746E+21
1.5057530E+0 1.5320460E+21
