x N
2.1719140E+0 9.2361780E+20
2.1597823E+0 9.7706701E+20
2.1489203E+0 1.0108916E+21
2.1374359E+0 1.0044373E+21
2.1263146E+0 1.0825807E+21
2.1163562E+0 1.0674905E+21
2.1048225E+0 1.0241126E+21
2.0938423E+0 1.0326548E+21
2.0823722E+0 1.0382630E+21
2.0713956E+0 1.0413474E+21
2.0598677E+0 1.0715954E+21
2.0494126E+0 1.0768610E+21
2.0378690E+0 1.0271257E+21
2.0262236E+0 8.6554489E+20
2.0101635E+0 8.9779748E+20
1.9993645E+0 1.1306145E+21
1.9886926E+0 1.0825985E+21
1.9768134E+0 1.0286881E+21
1.9648236E+0 1.0578150E+21
1.9534644E+0 1.0892442E+21
1.9420123E+0 1.0798614E+21
1.9303183E+0 1.0329270E+21
1.9176634E+0 1.0151571E+21
1.9053884E+0 1.0034454E+21
1.8922719E+0 1.0379156E+21
1.8806854E+0 1.0841931E+21
1.8684640E+0 1.0422076E+21
1.8557574E+0 1.0195790E+21
1.8428099E+0 1.0071982E+21
1.8296054E+0 1.0131701E+21
1.8166278E+0 1.0031415E+21
1.8029660E+0 9.9122008E+20
1.7894701E+0 9.9445240E+20
1.7756890E+0 9.7490867E+20
1.7614288E+0 9.7727108E+20
1.7474954E+0 9.7014555E+20
1.7327928E+0 9.6511461E+20
1.7184755E+0 9.8175922E+20
1.7040228E+0 9.9566917E+20
1.6898705E+0 1.0368258E+21
1.6763258E+0 1.0645408E+21
