x N
1.8977613E+0 1.3478027E+21
1.8882495E+0 1.3814832E+21
1.8791568E+0 1.4689887E+21
1.8706695E+0 1.6125488E+21
1.8630705E+0 1.5939334E+21
1.8543200E+0 1.4654494E+21
1.8452074E+0 1.5168910E+21
1.8369833E+0 1.5599670E+21
1.8282676E+0 1.5790781E+21
1.8201738E+0 1.6186018E+21
1.8117916E+0 1.6043798E+21
1.8034765E+0 1.6257143E+21
1.7952374E+0 1.5192565E+21
1.7856742E+0 1.5185219E+21
1.7773439E+0 1.5616231E+21
1.7681828E+0 1.5541021E+21
1.7596842E+0 1.5629151E+21
1.7505313E+0 1.6102832E+21
1.7424710E+0 1.6527413E+21
1.7336738E+0 1.5332084E+21
1.7242074E+0 1.5032107E+21
1.7149483E+0 1.4833704E+21
1.7051246E+0 1.5101042E+21
1.6961029E+0 1.4576108E+21
1.6854828E+0 1.4493799E+21
1.6762426E+0 1.4817278E+21
1.6659348E+0 1.3965786E+21
1.6553794E+0 1.3960555E+21
1.6449330E+0 1.3947339E+21
1.6342219E+0 1.3913306E+21
1.6235869E+0 1.3325782E+21
1.6117800E+0 1.2923584E+21
1.6002878E+0 1.3101734E+21
1.5886292E+0 1.2809493E+21
1.5764322E+0 1.2855267E+21
1.5646821E+0 1.2626579E+21
1.5518564E+0 1.2404029E+21
1.5394709E+0 1.3166711E+21
1.5279175E+0 1.3760886E+21
1.5163864E+0 1.4273791E+21
1.5054978E+0 1.4751068E+21
