N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 5.451666000E-03 5.207645000E-03 5.059372000E-03 5.190896000E-03 5.513475000E-03 5.976540000E-03 6.614926000E-03 7.207356000E-03 7.363770000E-03 6.311625000E-03 2.692931000E-03
1.016672606E+01 3.949990000E-03 3.752232000E-03 3.620376000E-03 3.689023000E-03 3.891046000E-03 4.189685000E-03 4.615791000E-03 5.012495000E-03 5.107679000E-03 4.362741000E-03 1.822694000E-03
1.033324570E+01 2.820916000E-03 2.683950000E-03 2.561009000E-03 2.596188000E-03 2.723811000E-03 2.917483000E-03 3.202314000E-03 3.468198000E-03 3.526714000E-03 3.005230000E-03 1.237952000E-03
1.049996187E+01 1.999487000E-03 1.905039000E-03 1.795636000E-03 1.813168000E-03 1.894471000E-03 2.020884000E-03 2.211759000E-03 2.390460000E-03 2.427391000E-03 2.066321000E-03 8.460080000E-04
1.066670514E+01 1.402355000E-03 1.335737000E-03 1.251220000E-03 1.259428000E-03 1.311520000E-03 1.394439000E-03 1.522659000E-03 1.643209000E-03 1.667449000E-03 1.420114000E-03 5.831380000E-04
1.083333839E+01 9.799770000E-04 9.311950000E-04 8.852050000E-04 8.718620000E-04 9.052570000E-04 9.597870000E-04 1.046031000E-03 1.127655000E-03 1.144360000E-03 9.768000000E-04 4.064450000E-04
1.100000000E+01 6.832010000E-04 6.473770000E-04 6.138080000E-04 6.027280000E-04 6.239810000E-04 6.597900000E-04 7.178270000E-04 7.732940000E-04 7.854570000E-04 6.734190000E-04 2.874660000E-04
1.116672606E+01 4.767080000E-04 4.503580000E-04 4.254110000E-04 4.169220000E-04 4.301870000E-04 4.535530000E-04 4.925620000E-04 5.303790000E-04 5.397610000E-04 4.661610000E-04 2.072360000E-04
1.133324570E+01 3.340750000E-04 3.139010000E-04 2.956580000E-04 2.891810000E-04 2.971500000E-04 3.121850000E-04 3.383340000E-04 3.642350000E-04 3.718310000E-04 3.247100000E-04 1.531440000E-04
1.149996187E+01 2.357630000E-04 2.208230000E-04 2.066700000E-04 2.016270000E-04 2.060660000E-04 2.155130000E-04 2.329210000E-04 2.507540000E-04 2.572270000E-04 2.283060000E-04 1.167620000E-04
1.166670514E+01 1.692260000E-04 1.569920000E-04 1.458410000E-04 1.417710000E-04 1.438440000E-04 1.495090000E-04 1.610100000E-04 1.733670000E-04 1.790550000E-04 1.626170000E-04 9.230700000E-05
1.183333839E+01 1.229100000E-04 1.133780000E-04 1.043770000E-04 1.009250000E-04 1.014320000E-04 1.045530000E-04 1.120300000E-04 1.206390000E-04 1.257900000E-04 1.177980000E-04 7.581200000E-05
1.200000000E+01 9.119800000E-05 8.413300000E-05 7.647800000E-05 7.312100000E-05 7.257700000E-05 7.398600000E-05 7.870400000E-05 8.478700000E-05 8.944000000E-05 8.708200000E-05 6.441600000E-05
1.216672606E+01 6.948400000E-05 6.352100000E-05 5.744500000E-05 5.421000000E-05 5.299800000E-05 5.325900000E-05 5.609300000E-05 6.035300000E-05 6.456400000E-05 6.575400000E-05 5.599300000E-05
1.233324570E+01 5.442800000E-05 4.947000000E-05 4.442300000E-05 4.134600000E-05 3.972600000E-05 3.923800000E-05 4.078500000E-05 4.370600000E-05 4.742300000E-05 5.064600000E-05 4.904600000E-05
1.249996187E+01 4.382500000E-05 3.970700000E-05 3.542500000E-05 3.254900000E-05 3.072500000E-05 2.975500000E-05 3.041600000E-05 3.237700000E-05 3.554100000E-05 3.963200000E-05 4.270700000E-05
1.266670514E+01 3.609200000E-05 3.269700000E-05 2.906900000E-05 2.644000000E-05 2.455600000E-05 2.331700000E-05 2.338200000E-05 2.462100000E-05 2.716900000E-05 3.141200000E-05 3.671700000E-05
1.283333839E+01 3.022200000E-05 2.744800000E-05 2.440900000E-05 2.206600000E-05 2.023400000E-05 1.889300000E-05 1.857900000E-05 1.928300000E-05 2.127100000E-05 2.522000000E-05 3.121400000E-05
1.300000000E+01 2.553400000E-05 2.332300000E-05 2.081400000E-05 1.878400000E-05 1.709500000E-05 1.574300000E-05 1.522000000E-05 1.555100000E-05 1.707500000E-05 2.052300000E-05 2.638400000E-05
