fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B315FE100_T 1317912115 0 555 4.916719628E-07 1.650000000E+00 6.359468892E-02 0.000000000E+00 2.200000000E+00 9.111755368E-04 
B315FE101_T 1317912115 0 555 4.929544233E-07 1.650000000E+00 6.262793128E-02 0.000000000E+00 2.200000000E+00 9.248497477E-04 
B315FE102_T 1317912115 0 555 5.039487294E-07 1.650000000E+00 6.070788447E-02 0.000000000E+00 2.200000000E+00 8.783972474E-04 
B315FE103_T 1317912115 0 555 5.382649592E-07 1.650000000E+00 5.490213729E-02 0.000000000E+00 2.200000000E+00 6.412935367E-04 
B315FE140_T 1317912115 0 555 4.917205497E-07 1.650000000E+00 6.346598270E-02 0.000000000E+00 2.200000000E+00 9.145778846E-04 
B315FE141_T 1317912115 0 555 4.937486510E-07 1.650000000E+00 6.250098547E-02 0.000000000E+00 2.200000000E+00 9.194850423E-04 
B315FE142_T 1317912115 0 555 5.083302499E-07 1.650000000E+00 6.014727946E-02 0.000000000E+00 2.200000000E+00 8.693434268E-04 
B315FE210_T 1317912115 0 555 4.917913463E-07 1.650000000E+00 6.328229879E-02 0.000000000E+00 2.200000000E+00 9.195080675E-04 
B315FE211_T 1317912115 0 555 4.945482418E-07 1.650000000E+00 6.249887602E-02 0.000000000E+00 2.200000000E+00 9.386235225E-04 
B315FE212_T 1317912115 0 555 5.135192894E-07 1.650000000E+00 5.849279996E-02 0.000000000E+00 2.200000000E+00 8.563809965E-04 
B315FE310_T 1317912115 0 555 4.918932160E-07 1.650000000E+00 6.302453583E-02 0.000000000E+00 2.200000000E+00 9.269568403E-04 
B315FE311_T 1317912115 0 555 4.962790390E-07 1.650000000E+00 6.216154593E-02 0.000000000E+00 2.200000000E+00 9.324827055E-04 
B315FE312_T 1317912115 0 555 5.181070499E-07 1.650000000E+00 5.666872164E-02 0.000000000E+00 2.200000000E+00 8.712397713E-04 
B315FE460_T 1317912115 0 555 4.920966305E-07 1.650000000E+00 6.283518912E-02 0.000000000E+00 2.200000000E+00 9.304239136E-04 
B315FE461_T 1317912115 0 555 4.983438241E-07 1.650000000E+00 6.181474077E-02 0.000000000E+00 2.200000000E+00 9.237839144E-04 
B315FE462_T 1317912115 0 555 5.235283275E-07 1.650000000E+00 5.558603821E-02 0.000000000E+00 2.200000000E+00 7.648243497E-04 
B315FE680_T 1317912115 0 555 4.924140355E-07 1.650000000E+00 6.274526328E-02 0.000000000E+00 2.200000000E+00 9.290950835E-04 
B315FE681_T 1317912115 0 555 5.007555364E-07 1.650000000E+00 6.126568327E-02 0.000000000E+00 2.200000000E+00 8.945543490E-04 
B315FE682_T 1317912115 0 555 5.298485111E-07 1.650000000E+00 5.541515778E-02 0.000000000E+00 2.200000000E+00 7.455647657E-04 
