fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L1202ORW70S25 1455846297 0 555 1.380360401E+19 2.565414500E-04 5.150000000E-04 6.485313460E-01 5.732844865E+02 1.962762464E-03 
L1208ORW70S05 1455846297 0 555 1.213455024E+19 8.333928028E-06 5.150000000E-04 6.465114594E-01 5.351262720E+02 1.746909932E-03 
L1208ORW70S10 1455846297 0 555 1.324561807E+19 1.790754035E-05 5.150000000E-04 6.484320219E-01 5.713460497E+02 1.959184964E-03 
L1208ORW70S15 1455846297 0 555 1.349967788E+19 4.456848602E-05 5.150000000E-04 6.488710026E-01 5.799631523E+02 2.158271945E-03 
L1208ORW70S20 1455846297 0 555 1.360533853E+19 9.586311907E-05 5.150000000E-04 6.493441605E-01 5.893967391E+02 2.260138656E-03 
L1210ORW70S03 1455846297 0 555 1.019644652E+19 4.544065838E-06 5.150000000E-04 6.447392312E-01 5.037442511E+02 1.272618564E-03 
L1210ORW70S07 1455846297 0 555 1.257656332E+19 1.198012295E-05 5.150000000E-04 6.478159467E-01 5.594681147E+02 1.708125337E-03 
L1210ORW70S30 1455846297 0 555 1.425050439E+19 9.999999872E+01 5.150000000E-04 6.489379970E-01 5.812896209E+02 2.136705626E-03 
L1210ORW70S35 1455846297 0 555 1.436386797E+19 9.999999954E+01 5.150000000E-04 6.496853889E-01 5.962950719E+02 2.301716955E-03 
L1214ORW70S25 1455846297 0 555 1.409864926E+19 1.589060540E-04 5.150000000E-04 6.497363415E-01 5.973320430E+02 2.638813511E-03 
