fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:26 289.3 40.08 1.000E+000 2.429E+000 1.052E-006 2.586E+003 3.290E+000 3.328E-009 1.797E-003 
00T2 7:51 292.5 39.64 1.000E+000 2.397E+000 1.094E-006 2.486E+003 3.182E+000 4.325E-009 2.970E-003 
00T3 8:15 295.4 39.25 1.000E+000 2.487E+000 9.411E-007 2.403E+003 3.111E+000 5.446E-009 1.598E-003 
00T4 8:36 298.2 38.88 1.000E+000 2.585E+000 1.156E-006 2.330E+003 3.023E+000 6.916E-009 1.171E-003 
00T5 8:57 301 38.52 1.000E+000 2.679E+000 1.149E-006 2.263E+003 2.980E+000 8.066E-009 1.140E-003 
00T6 9:18 304 38.14 1.000E+000 2.509E+000 1.236E-006 2.196E+003 2.897E+000 1.007E-008 1.044E-003 
00T7 9:47 307 37.77 1.000E+000 2.484E+000 1.186E-006 2.132E+003 2.856E+000 1.159E-008 1.740E-003 
00T8 10:10 309.4 37.47 1.000E+000 2.455E+000 1.135E-006 2.083E+003 2.825E+000 1.311E-008 8.931E-004 
00T9 10:33 312 37.16 1.000E+000 2.560E+000 1.073E-006 2.030E+003 2.789E+000 1.486E-008 1.204E-003 
0T10 11:4 315.4 36.76 1.000E+000 2.448E+000 1.254E-006 1.961E+003 2.698E+000 1.840E-008 8.559E-004 
0T11 11:29 318 36.46 1.000E+000 2.429E+000 1.298E-006 1.908E+003 2.667E+000 2.053E-008 1.773E-003 
0T12 12:2 320.5 36.18 1.000E+000 2.579E+000 1.175E-006 1.854E+003 2.654E+000 2.205E-008 8.776E-004 
0T13 12:20 324.1 35.77 1.000E+000 2.437E+000 1.415E-006 1.772E+003 2.585E+000 2.663E-008 1.013E-003 
0T14 12:43 327.3 35.42 1.000E+000 2.413E+000 1.377E-006 1.692E+003 2.561E+000 2.925E-008 8.104E-004 
0T15 13:2 330.6 35.07 1.000E+000 2.448E+000 1.426E-006 1.602E+003 2.510E+000 3.417E-008 9.824E-004 
