N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 330 1.800E-4 1.212249160E+00 1.218829976E+00
1.468000E+10 3.162E+15 330 1.800E-4 1.214376760E+00 1.218988303E+00
2.154000E+10 3.162E+15 330 1.800E-4 1.216041226E+00 1.219185246E+00
3.162000E+10 3.162E+15 330 1.800E-4 1.217245465E+00 1.219404955E+00
4.642000E+10 3.162E+15 330 1.800E-4 1.218247090E+00 1.219730553E+00
6.813000E+10 3.162E+15 330 1.800E-4 1.219099082E+00 1.220116503E+00
1.000000E+11 3.162E+15 330 1.800E-4 1.220009374E+00 1.220706666E+00
1.468000E+11 3.162E+15 330 1.800E-4 1.221094038E+00 1.221576026E+00
2.154000E+11 3.162E+15 330 1.800E-4 1.222355850E+00 1.222688806E+00
3.162000E+11 3.162E+15 330 1.800E-4 1.223993087E+00 1.224223584E+00
4.642000E+11 3.162E+15 330 1.800E-4 1.225981477E+00 1.226140528E+00
6.813000E+11 3.162E+15 330 1.800E-4 1.228443894E+00 1.228557851E+00
1.000000E+12 3.162E+15 330 1.800E-4 1.231291223E+00 1.231372944E+00
1.468000E+12 3.162E+15 330 1.800E-4 1.234486466E+00 1.234545724E+00
2.154000E+12 3.162E+15 330 1.800E-4 1.237767101E+00 1.237811501E+00
3.162000E+12 3.162E+15 330 1.800E-4 1.240996300E+00 1.241029717E+00
4.642000E+12 3.162E+15 330 1.800E-4 1.244101847E+00 1.244127555E+00
6.813000E+12 3.162E+15 330 1.800E-4 1.247284939E+00 1.247305112E+00
1.000000E+13 3.162E+15 330 1.800E-4 1.250113416E+00 1.250129639E+00
