Ew Nt
4.4665481E-1 2.5615194E+14
4.4393724E-1 4.2655953E+14
4.4121965E-1 5.0880531E+14
4.3850206E-1 4.9342104E+14
4.3578447E-1 4.0950485E+14
4.3306689E-1 3.0540111E+14
4.3034931E-1 2.1258968E+14
4.2763173E-1 1.3416457E+14
4.2491414E-1 6.2334101E+13
4.2219656E-1 -1.8063628E+12
4.1947897E-1 -4.6538070E+13
4.1676138E-1 -6.1770092E+13
4.1404381E-1 -4.9398719E+13
4.1132622E-1 -2.2492223E+13
4.0860863E-1 3.9631234E+12
4.0589105E-1 2.2346543E+13
4.0317347E-1 3.5392740E+13
4.0045588E-1 5.1838427E+13
3.9773830E-1 7.8264081E+13
3.9502071E-1 1.1297665E+14
3.9230313E-1 1.4650146E+14
3.8958554E-1 1.6825905E+14
3.8686796E-1 1.7390808E+14
3.8415037E-1 1.6756425E+14
3.8143279E-1 1.5787771E+14
3.7871521E-1 1.5184638E+14
3.7599762E-1 1.5115570E+14
3.7328004E-1 1.5311732E+14
3.7056245E-1 1.5468658E+14
3.6784487E-1 1.5597721E+14
3.6512728E-1 1.6045485E+14
3.6240970E-1 1.7198064E+14
3.5969212E-1 1.9151902E+14
3.5697453E-1 2.1631864E+14
3.5425695E-1 2.4202703E+14
3.5153936E-1 2.6581681E+14
3.4882178E-1 2.8807839E+14
3.4610419E-1 3.1166520E+14
3.4338661E-1 3.3970213E+14
3.4066903E-1 3.7393819E+14
3.3795144E-1 4.1484434E+14
3.3523386E-1 4.6295490E+14
3.3251627E-1 5.1993050E+14
3.2979869E-1 5.8832511E+14
3.2708110E-1 6.7038861E+14
3.2436352E-1 7.6703623E+14
3.2164594E-1 8.7775913E+14
3.1892835E-1 1.0012673E+15
3.1621077E-1 1.1360759E+15
3.1349318E-1 1.2804968E+15
3.1077560E-1 1.4321757E+15
3.0805801E-1 1.5877127E+15
3.0534043E-1 1.7426898E+15
3.0262285E-1 1.8920012E+15
2.9990526E-1 2.0301904E+15
2.9718768E-1 2.1515853E+15
2.9447009E-1 2.2500566E+15
2.9175251E-1 2.3179710E+15
2.8903492E-1 2.3437613E+15
2.8631734E-1 2.3083061E+15
2.8359975E-1 2.1824790E+15
2.8088217E-1 1.9305795E+15
2.7816459E-1 1.5235464E+15
2.7544700E-1 9.5928209E+14
2.7272942E-1 6.3253992E+14
