fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_310 001_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.235777088E-15 1.000000000E+20 1.168233113E+00 5.898196314E-16 1.057994836E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.841536367E-15 1.000000000E+20 1.245728285E+00 5.106135050E-16 2.874270643E-04 
002_310 002_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.337783325E-15 1.000000000E+20 1.192542484E+00 8.174846507E-16 1.202240565E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.020664529E-15 1.000000000E+20 1.246908100E+00 7.473149621E-16 2.988294873E-04 
003_310 003_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.812547657E-15 1.000000000E+20 1.198898750E+00 1.115257824E-15 1.761650974E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.611177319E-15 1.000000000E+20 1.248482992E+00 1.092740009E-15 3.151598409E-04 
004_310 004_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.076219074E-14 1.000000000E+20 1.217494670E+00 1.612847503E-15 2.130124584E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.696524464E-15 1.000000000E+20 1.250511474E+00 1.596213615E-15 3.383057861E-04 
005_310 005_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.324056010E-14 1.000000000E+20 1.230980224E+00 2.344086476E-15 2.713914002E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.034287568E-14 1.000000000E+20 1.253019754E+00 2.329360260E-15 3.706742588E-04 
006_310 006_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.630395393E-14 1.000000000E+20 1.243508219E+00 3.410060307E-15 3.371442967E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.358965084E-14 1.000000000E+20 1.255853237E+00 3.396443626E-15 4.152658010E-04 
007_310 007_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.996064787E-14 1.000000000E+20 1.249525174E+00 4.965369538E-15 4.071917628E-04 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.745727326E-14 1.000000000E+20 1.259039259E+00 4.950483336E-15 4.748043031E-04 
008_310 008_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.428859449E-14 1.000000000E+20 1.260286314E+00 7.259396542E-15 5.011133575E-04 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.197025750E-14 1.000000000E+20 1.263458021E+00 7.235349488E-15 5.520750777E-04 
009_310 009_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.933670278E-14 1.000000000E+20 1.265307450E+00 1.059002217E-14 6.013646310E-04 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.720023176E-14 1.000000000E+20 1.266831321E+00 1.056508365E-14 6.465511985E-04 
010_310 010_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.526351751E-14 1.000000000E+20 1.268294586E+00 1.541905155E-14 7.206596834E-04 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.328840953E-14 1.000000000E+20 1.269173572E+00 1.539598395E-14 7.608480475E-04 
011_310 011_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.227711877E-14 1.000000000E+20 1.270997005E+00 2.249198162E-14 8.664574227E-04 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.043728859E-14 1.000000000E+20 1.271456818E+00 2.246955233E-14 9.021996547E-04 
012_310 012_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.063701838E-14 1.000000000E+20 1.273521163E+00 3.286330729E-14 1.036525373E-03 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.890891837E-14 1.000000000E+20 1.273792651E+00 3.284055904E-14 1.070570621E-03 
013_310 013_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.061668952E-14 1.000000000E+20 1.275577820E+00 4.806380869E-14 1.233582738E-03 
013_310_SRH 013_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.897785445E-14 1.000000000E+20 1.275652605E+00 4.803053892E-14 1.265607061E-03 
014_310 014_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.251378204E-14 1.000000000E+20 1.277109264E+00 7.031229735E-14 1.464695646E-03 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.094630081E-14 1.000000000E+20 1.277047102E+00 7.026144031E-14 1.493950129E-03 
015_310 015_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.724768935E-14 1.000000000E+20 1.290740921E+00 1.038521157E-13 1.766728863E-03 
015_310_SRH 015_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.574003116E-14 1.000000000E+20 1.290664072E+00 1.037899094E-13 1.788900523E-03 
016_310 016_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.022965978E-13 1.000000000E+20 1.278730187E+00 1.526390906E-13 1.955743444E-03 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.009166572E-13 1.000000000E+20 1.280109893E+00 1.531437800E-13 1.977720081E-03 
017_310 017_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.195361001E-13 1.000000000E+20 1.274757489E+00 2.275486429E-13 2.421675941E-03 
017_310_SRH 017_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.181575099E-13 1.000000000E+20 1.275041790E+00 2.275710899E-13 2.441375821E-03 
