T d154 d184 d214 d244
d 150 180 210 240
290 1.198253780E+00 1.194935041E+00 1.192076939E+00 1.189842747E+00
295 1.198059840E+00 1.195001441E+00 1.192275631E+00 1.189846897E+00
300 1.197527338E+00 1.194510192E+00 1.191726598E+00 1.189149758E+00
305 1.194931058E+00 1.191484637E+00 1.188209540E+00 1.185073358E+00
310 1.186793724E+00 1.181849531E+00 1.177107340E+00 1.172474084E+00
315 1.164438448E+00 1.155789240E+00 1.147552828E+00 1.139473319E+00
320 1.112049937E+00 1.095883726E+00 1.080643388E+00 1.066474305E+00
325 1.015811566E+00 1.014016944E+00 1.012710282E+00 1.011713697E+00
330 1.016600691E+00 1.015143995E+00 1.014082765E+00 1.013265113E+00
335 1.019702926E+00 1.018517909E+00 1.017645665E+00 1.016969114E+00
340 1.025876150E+00 1.024895055E+00 1.024159897E+00 1.023578915E+00
