N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 5.623E+15 310 2.800E-4 3.706146E-1 2.690440E+1 4.614480E-1 7.865890E+1
1.468000E+10 5.623E+15 310 2.800E-4 3.697099E-1 2.679200E+1 4.608170E-1 7.862940E+1
2.154000E+10 5.623E+15 310 2.800E-4 3.684020E-1 2.663130E+1 4.599170E-1 7.858880E+1
3.162000E+10 5.623E+15 310 2.800E-4 3.665241E-1 2.640430E+1 4.585980E-1 7.854340E+1
4.642000E+10 5.623E+15 310 2.800E-4 3.638542E-1 2.608840E+1 4.568080E-1 7.847950E+1
6.813000E+10 5.623E+15 310 2.800E-4 3.601101E-1 2.565760E+1 4.544470E-1 7.839130E+1
1.000000E+11 5.623E+15 310 2.800E-4 3.549583E-1 2.508500E+1 4.514310E-1 7.827360E+1
1.468000E+11 5.623E+15 310 2.800E-4 3.480485E-1 2.434770E+1 4.475970E-1 7.814470E+1
2.154000E+11 5.623E+15 310 2.800E-4 3.390827E-1 2.343320E+1 4.430710E-1 7.798710E+1
3.162000E+11 5.623E+15 310 2.800E-4 3.279144E-1 2.234660E+1 4.379300E-1 7.780660E+1
4.642000E+11 5.623E+15 310 2.800E-4 3.146393E-1 2.111330E+1 4.323380E-1 7.760490E+1
6.813000E+11 5.623E+15 310 2.800E-4 2.996146E-1 1.977590E+1 4.264330E-1 7.739110E+1
1.000000E+12 5.623E+15 310 2.800E-4 2.833578E-1 1.838230E+1 4.204560E-1 7.714600E+1
1.468000E+12 5.623E+15 310 2.800E-4 2.663638E-1 1.697230E+1 4.142490E-1 7.690830E+1
2.154000E+12 5.623E+15 310 2.800E-4 2.489553E-1 1.556860E+1 4.079890E-1 7.663900E+1
3.162000E+12 5.623E+15 310 2.800E-4 2.312648E-1 1.417940E+1 4.015340E-1 7.634740E+1
4.642000E+12 5.623E+15 310 2.800E-4 2.133384E-1 1.280740E+1 3.947470E-1 7.604000E+1
6.813000E+12 5.623E+15 310 2.800E-4 1.952615E-1 1.145940E+1 3.876960E-1 7.568750E+1
1.000000E+13 5.623E+15 310 2.800E-4 1.772185E-1 1.014900E+1 3.803310E-1 7.528700E+1
1.468000E+13 5.623E+15 310 2.800E-4 1.594726E-1 8.893700E+0 3.725120E-1 7.485620E+1
2.154000E+13 5.623E+15 310 2.800E-4 1.423111E-1 7.711600E+0 3.643490E-1 7.436300E+1
3.162000E+13 5.623E+15 310 2.800E-4 1.259977E-1 6.617000E+0 3.558310E-1 7.379430E+1
4.642000E+13 5.623E+15 310 2.800E-4 1.107457E-1 5.619900E+0 3.469310E-1 7.313570E+1
6.813000E+13 5.623E+15 310 2.800E-4 9.670655E-2 4.725500E+0 3.376090E-1 7.236830E+1
1.000000E+14 5.623E+15 310 2.800E-4 8.396834E-2 3.934400E+0 3.278030E-1 7.146880E+1
