N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 315 1.500E-4 1.234775818E+00 1.279188183E+00
1.468000E+10 1.000E+17 315 1.500E-4 1.254944511E+00 1.279745079E+00
2.154000E+10 1.000E+17 315 1.500E-4 1.261932492E+00 1.279511977E+00
3.162000E+10 1.000E+17 315 1.500E-4 1.269118108E+00 1.281319083E+00
4.642000E+10 1.000E+17 315 1.500E-4 1.273980017E+00 1.282429799E+00
6.813000E+10 1.000E+17 315 1.500E-4 1.279272574E+00 1.285105861E+00
1.000000E+11 1.000E+17 315 1.500E-4 1.283461206E+00 1.287400455E+00
1.468000E+11 1.000E+17 315 1.500E-4 1.287500727E+00 1.290128378E+00
2.154000E+11 1.000E+17 315 1.500E-4 1.291624678E+00 1.293347212E+00
3.162000E+11 1.000E+17 315 1.500E-4 1.296138815E+00 1.297280494E+00
4.642000E+11 1.000E+17 315 1.500E-4 1.300759804E+00 1.301264380E+00
6.813000E+11 1.000E+17 315 1.500E-4 1.304919614E+00 1.305153142E+00
1.000000E+12 1.000E+17 315 1.500E-4 1.308918856E+00 1.309034130E+00
1.468000E+12 1.000E+17 315 1.500E-4 1.312760415E+00 1.313056421E+00
2.154000E+12 1.000E+17 315 1.500E-4 1.317117453E+00 1.317424044E+00
3.162000E+12 1.000E+17 315 1.500E-4 1.321309043E+00 1.321573566E+00
4.642000E+12 1.000E+17 315 1.500E-4 1.326018956E+00 1.326159138E+00
6.813000E+12 1.000E+17 315 1.500E-4 1.320556410E+00 1.320798914E+00
1.000000E+13 1.000E+17 315 1.500E-4 1.323582996E+00 1.323810476E+00
