Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.229378353E+00 1.211660013E+00 1.771834000E-02 1.223251658E+00 1.204688952E+00 1.856270600E-02 6.126695000E-03 6.971061000E-03
1.468000E+10 1.229553694E+00 1.211735774E+00 1.781792000E-02 1.225289386E+00 1.206794265E+00 1.849512100E-02 4.264308000E-03 4.941509000E-03
2.154000E+10 1.229806579E+00 1.211857275E+00 1.794930400E-02 1.226853874E+00 1.208283994E+00 1.856988000E-02 2.952705000E-03 3.573281000E-03
3.162000E+10 1.230168442E+00 1.212007828E+00 1.816061400E-02 1.228131980E+00 1.209512121E+00 1.861985900E-02 2.036462000E-03 2.495707000E-03
4.642000E+10 1.230680533E+00 1.212216118E+00 1.846441500E-02 1.229279756E+00 1.210495696E+00 1.878406000E-02 1.400777000E-03 1.720422000E-03
6.813000E+10 1.231394007E+00 1.212511595E+00 1.888241200E-02 1.230431841E+00 1.211332116E+00 1.909972500E-02 9.621660000E-04 1.179479000E-03
1.000000E+11 1.232367082E+00 1.212928206E+00 1.943887600E-02 1.231706170E+00 1.212123108E+00 1.958306200E-02 6.609120000E-04 8.050980000E-04
1.468000E+11 1.233657320E+00 1.213509357E+00 2.014796300E-02 1.233202488E+00 1.212961398E+00 2.024109000E-02 4.548320000E-04 5.479590000E-04
2.154000E+11 1.235308168E+00 1.214324325E+00 2.098384300E-02 1.234993763E+00 1.213947529E+00 2.104623400E-02 3.144050000E-04 3.767960000E-04
3.162000E+11 1.237333289E+00 1.215390578E+00 2.194271100E-02 1.237114188E+00 1.215136035E+00 2.197815300E-02 2.191010000E-04 2.545430000E-04
4.642000E+11 1.239707344E+00 1.216809628E+00 2.289771600E-02 1.239552684E+00 1.216632303E+00 2.292038100E-02 1.546600000E-04 1.773250000E-04
6.813000E+11 1.242373450E+00 1.218607805E+00 2.376564500E-02 1.242262191E+00 1.218480760E+00 2.378143100E-02 1.112590000E-04 1.270450000E-04
1.000000E+12 1.245266329E+00 1.220763375E+00 2.450295400E-02 1.245184272E+00 1.220671231E+00 2.451304100E-02 8.205700000E-05 9.214400000E-05
1.468000E+12 1.248335682E+00 1.223297135E+00 2.503854700E-02 1.248273314E+00 1.223227386E+00 2.504592800E-02 6.236800000E-05 6.974900000E-05
2.154000E+12 1.251554142E+00 1.226153560E+00 2.540058200E-02 1.251505174E+00 1.226098926E+00 2.540624800E-02 4.896800000E-05 5.463400000E-05
3.162000E+12 1.254912059E+00 1.229291419E+00 2.562064000E-02 1.254872378E+00 1.229247176E+00 2.562520200E-02 3.968100000E-05 4.424300000E-05
4.642000E+12 1.258411415E+00 1.232678802E+00 2.573261300E-02 1.258378397E+00 1.232641940E+00 2.573645700E-02 3.301800000E-05 3.686200000E-05
6.813000E+12 1.262063656E+00 1.236301178E+00 2.576247800E-02 1.262035624E+00 1.236269809E+00 2.576581500E-02 2.803200000E-05 3.136900000E-05
1.000000E+13 1.265886859E+00 1.240160847E+00 2.572601200E-02 1.265862754E+00 1.240133789E+00 2.572896500E-02 2.410500000E-05 2.705800000E-05
