T d154 d184 d214 d244
d 150 180 210 240
290 2.642803100E-02 2.647641500E-02 2.572670400E-02 2.613832600E-02
295 2.641617900E-02 2.637647600E-02 2.558107000E-02 2.598296100E-02
300 2.571394000E-02 2.554636700E-02 2.467877200E-02 2.498901300E-02
305 2.427825800E-02 2.384015500E-02 2.280278400E-02 2.285598700E-02
310 2.126552100E-02 1.986794200E-02 1.874188500E-02 1.856988000E-02
315 1.547535000E-02 1.313005200E-02 1.098547700E-02 1.045931700E-02
320 3.697708000E-03 -1.440250000E-04 -4.212340000E-03 -6.620550000E-03
325 -1.821490500E-02 -2.532016600E-02 -3.189536700E-02 -3.717808100E-02
330 -5.618718600E-02 -6.799813000E-02 -7.864951200E-02 -8.747955300E-02
335 -1.179577110E-01 -1.371463730E-01 -1.514117580E-01 -1.642346220E-01
340 -1.965632090E-01 -1.848854070E-01 -1.778079520E-01 -1.709976320E-01
