T d154 d184 d214 d244
d 150 180 210 240
290 2.632569100E-02 2.639809000E-02 2.564468100E-02 2.606436500E-02
295 2.636851200E-02 2.633111800E-02 2.554287600E-02 2.594579700E-02
300 2.573347600E-02 2.555390400E-02 2.466870400E-02 2.496969800E-02
305 2.434743700E-02 2.388303400E-02 2.278945000E-02 2.280615600E-02
310 2.137670700E-02 1.993690100E-02 1.865629400E-02 1.849512100E-02
315 1.562213000E-02 1.321387400E-02 1.099411500E-02 1.042594900E-02
320 3.937389000E-03 -5.217000000E-06 -4.198199000E-03 -7.045531000E-03
325 -1.777930200E-02 -2.503896700E-02 -3.182087000E-02 -3.737121200E-02
330 -5.534977400E-02 -6.739177700E-02 -7.836413600E-02 -8.761308800E-02
335 -1.163230730E-01 -1.358430660E-01 -1.505853210E-01 -1.640047600E-01
340 -1.937796470E-01 -1.821935710E-01 -1.751212530E-01 -1.682986310E-01
