T d154 d184 d214 d244
d 150 180 210 240
290 2.651019800E-02 2.654172800E-02 2.579038400E-02 2.619520800E-02
295 2.645491900E-02 2.639240400E-02 2.562534600E-02 2.602628300E-02
300 2.570064300E-02 2.554720500E-02 2.467402900E-02 2.502330600E-02
305 2.423146000E-02 2.382486900E-02 2.276216400E-02 2.290378700E-02
310 2.120032400E-02 1.985760400E-02 1.880773900E-02 1.861985900E-02
315 1.541435000E-02 1.315890000E-02 1.112232300E-02 1.048037500E-02
320 3.627555000E-03 -5.817100000E-05 -3.935958000E-03 -6.035443000E-03
325 -1.831939000E-02 -2.516515900E-02 -3.140995900E-02 -3.628572900E-02
330 -5.640272900E-02 -6.780007600E-02 -7.792157300E-02 -8.610249000E-02
335 -1.184972880E-01 -1.370794390E-01 -1.505700830E-01 -1.624738660E-01
340 -1.985547160E-01 -1.868952180E-01 -1.798953580E-01 -1.731894860E-01
