f G/w
1.0000000E+6 1.2203528E-5
8.9779585E+5 1.2678228E-5
8.0603739E+5 1.3175595E-5
7.2365703E+5 1.3544033E-5
6.4969628E+5 1.4102490E-5
5.8329463E+5 1.4701730E-5
5.2367949E+5 1.5337362E-5
4.7015728E+5 1.5987662E-5
4.2210526E+5 1.6718821E-5
3.7896435E+5 1.7495410E-5
3.4023262E+5 1.8335439E-5
3.0545943E+5 1.9296870E-5
2.7424021E+5 2.0288205E-5
2.4621173E+5 2.1337284E-5
2.2104787E+5 2.2538208E-5
1.9845586E+5 2.3818621E-5
1.7817285E+5 2.5166797E-5
1.5996284E+5 2.6695435E-5
1.4361398E+5 2.8376075E-5
1.2893603E+5 3.0196160E-5
1.1575824E+5 3.2222239E-5
1.0392726E+5 3.4443125E-5
9.3305466E+4 3.6935467E-5
8.3769261E+4 3.9553676E-5
7.5207695E+4 4.2462694E-5
6.7521156E+4 4.5644778E-5
6.0620214E+4 4.9140354E-5
5.4424577E+4 5.3001108E-5
4.8862159E+4 5.7076757E-5
4.3868244E+4 6.1536544E-5
3.9384728E+4 6.6344461E-5
3.5359445E+4 7.1428884E-5
3.1745563E+4 7.6759379E-5
2.8501035E+4 8.2525746E-5
2.5588111E+4 8.8521312E-5
2.2972900E+4 9.4851779E-5
2.0624974E+4 1.0129598E-4
1.8517016E+4 1.0803601E-4
1.6624501E+4 1.1483770E-4
1.4925408E+4 1.2182308E-4
1.3399969E+4 1.2889012E-4
1.2030437E+4 1.3617013E-4
1.0800876E+4 1.4381804E-4
9.6969820E+3 1.5206046E-4
8.7059100E+3 1.6050051E-4
7.8161300E+3 1.6968955E-4
7.0172890E+3 1.7933027E-4
6.3000930E+3 1.9044919E-4
5.6561970E+3 2.0242740E-4
5.0781110E+3 2.1513138E-4
4.5591070E+3 2.3011885E-4
4.0931470E+3 2.4639068E-4
3.6748100E+3 2.6484354E-4
3.2992300E+3 2.8620547E-4
2.9620350E+3 3.1003872E-4
2.6593020E+3 3.3624119E-4
2.3875110E+3 3.6627764E-4
2.1434970E+3 3.9849245E-4
1.9244230E+3 4.3603536E-4
1.7277390E+3 4.7806228E-4
1.5511570E+3 5.2423444E-4
1.3926220E+3 5.7560101E-4
1.2502900E+3 6.3467279E-4
1.1225050E+3 6.9705972E-4
1.0077810E+3 7.6677826E-4
9.0478100E+2 8.4680845E-4
8.1230900E+2 9.3377145E-4
7.2928800E+2 1.0312527E-3
6.5475100E+2 1.1368845E-3
5.8783300E+2 1.2603126E-3
5.2775400E+2 1.3939558E-3
4.7381500E+2 1.5465155E-3
4.2539000E+2 1.7082474E-3
3.8191300E+2 1.8820581E-3
3.4288000E+2 2.0853571E-3
3.0783600E+2 2.3070199E-3
2.7637400E+2 2.5623013E-3
2.4812700E+2 2.8235196E-3
2.2276800E+2 3.1398399E-3
2.0000000E+2 3.4809982E-3
