f G/w
1.0000000E+6 6.0258881E-5
8.9779585E+5 6.2778991E-5
8.0603739E+5 6.5348651E-5
7.2365703E+5 6.7903230E-5
6.4969628E+5 7.0499347E-5
5.8329463E+5 7.3098861E-5
5.2367949E+5 7.5700745E-5
4.7015728E+5 7.8279823E-5
4.2210526E+5 8.0712084E-5
3.7896435E+5 8.3012040E-5
3.4023262E+5 8.5046215E-5
3.0545943E+5 8.6872064E-5
2.7424021E+5 8.8433257E-5
2.4621173E+5 8.9508620E-5
2.2104787E+5 9.0348649E-5
1.9845586E+5 9.0815439E-5
1.7817285E+5 9.0886190E-5
1.5996284E+5 9.0571739E-5
1.4361398E+5 8.9822008E-5
1.2893603E+5 8.8819823E-5
1.1575824E+5 8.7587583E-5
1.0392726E+5 8.6162148E-5
9.3305466E+4 8.4700106E-5
8.3769261E+4 8.3169397E-5
7.5207695E+4 8.1767934E-5
6.7521156E+4 8.0489629E-5
6.0620214E+4 7.9316610E-5
5.4424577E+4 7.8561773E-5
4.8862159E+4 7.8152447E-5
4.3868244E+4 7.8134162E-5
3.9384728E+4 7.8448680E-5
3.5359445E+4 7.9399210E-5
3.1745563E+4 8.0884394E-5
2.8501035E+4 8.2855178E-5
2.5588111E+4 8.5360487E-5
2.2972900E+4 8.8470924E-5
2.0624974E+4 9.2298591E-5
1.8517016E+4 9.6882279E-5
1.6624501E+4 1.0223046E-4
1.4925408E+4 1.0853030E-4
1.3399969E+4 1.1545120E-4
1.2030437E+4 1.2329969E-4
1.0800876E+4 1.3278080E-4
9.6969820E+3 1.4265724E-4
8.7059100E+3 1.5390872E-4
7.8161300E+3 1.6650087E-4
7.0172890E+3 1.8058601E-4
6.3000930E+3 1.9638069E-4
5.6561970E+3 2.1384997E-4
5.0781110E+3 2.3343396E-4
4.5591070E+3 2.5490477E-4
4.0931470E+3 2.7903033E-4
3.6748100E+3 3.0582280E-4
3.2992300E+3 3.3528528E-4
2.9620350E+3 3.6823719E-4
2.6593020E+3 4.0400255E-4
2.3875110E+3 4.4409123E-4
2.1434970E+3 4.8825603E-4
1.9244230E+3 5.3703345E-4
1.7277390E+3 5.8996161E-4
1.5511570E+3 6.4880480E-4
1.3926220E+3 7.1331451E-4
1.2502900E+3 7.8223926E-4
1.1225050E+3 8.5943789E-4
1.0077810E+3 9.4345313E-4
9.0478100E+2 1.0331405E-3
8.1230900E+2 1.1313824E-3
7.2928800E+2 1.2366956E-3
6.5475100E+2 1.3476517E-3
5.8783300E+2 1.4698023E-3
5.2775400E+2 1.5979784E-3
4.7381500E+2 1.7322574E-3
4.2539000E+2 1.8764538E-3
3.8191300E+2 2.0295122E-3
3.4288000E+2 2.1883468E-3
3.0783600E+2 2.3582470E-3
2.7637400E+2 2.5333204E-3
2.4812700E+2 2.7159312E-3
2.2276800E+2 2.9219295E-3
2.0000000E+2 3.1385793E-3
