fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 11:42:38 308.4 37.59 1.000E+000 1.182E+000 9.069E-007 4.494E+002 2.155E+000 1.102E-007 1.866E-004 8.065E-002 1.861E-004 3.798E-006 2.531E-001 4.060E-002 9.331E-005 1.913E-002 
UDL1 11:45:04 308.3 37.61 1.000E+000 1.150E+000 9.078E-007 4.492E+002 2.156E+000 1.092E-007 1.867E-004 8.067E-002 1.862E-004 3.802E-006 2.531E-001 4.060E-002 9.341E-005 2.015E-002 
UDL2 11:47:50 308.3 37.61 1.000E+000 1.162E+000 8.853E-007 4.492E+002 2.164E+000 1.065E-007 1.868E-004 8.065E-002 1.863E-004 3.803E-006 2.531E-001 4.060E-002 9.345E-005 1.922E-002 
UDL3 11:50:24 308.3 37.61 1.000E+000 1.200E+000 8.036E-007 4.492E+002 2.217E+000 9.413E-008 1.883E-004 8.100E-002 1.877E-004 3.852E-006 2.533E-001 4.080E-002 9.418E-005 4.608E-003 
UDL4 11:53:34 308.3 37.61 1.000E+000 1.033E+000 9.095E-007 4.492E+002 2.198E+000 9.917E-008 1.881E-004 8.105E-002 1.877E-004 3.852E-006 2.532E-001 4.080E-002 9.417E-005 7.841E-003 
UDL5 11:55:56 308.3 37.61 1.000E+000 1.176E+000 8.564E-007 4.492E+002 2.196E+000 9.897E-008 1.884E-004 8.118E-002 1.879E-004 3.864E-006 2.533E-001 4.090E-002 9.425E-005 1.005E-002 
UDL6 11:58:24 308.3 37.61 1.000E+000 1.153E+000 9.033E-007 4.492E+002 2.173E+000 1.037E-007 1.879E-004 8.106E-002 1.875E-004 3.847E-006 2.532E-001 4.080E-002 9.407E-005 4.537E-003 
UDL7 12:01:28 308.4 37.59 1.000E+000 1.202E+000 8.273E-007 4.494E+002 2.233E+000 9.199E-008 1.888E-004 8.119E-002 1.883E-004 3.873E-006 2.534E-001 4.090E-002 9.446E-005 8.868E-003 
UDL8 12:03:54 308.4 37.59 1.000E+000 1.130E+000 9.535E-007 4.494E+002 2.139E+000 1.146E-007 1.867E-004 8.077E-002 1.862E-004 3.806E-006 2.530E-001 4.070E-002 9.328E-005 1.388E-002 
UDL9 12:06:18 308.4 37.59 1.000E+000 1.152E+000 9.056E-007 4.494E+002 2.158E+000 1.090E-007 1.862E-004 8.047E-002 1.857E-004 3.782E-006 2.531E-001 4.050E-002 9.316E-005 2.471E-002 
