N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.274564699E+00 1.269105259E+00 1.263752235E+00 1.258486209E+00
1.016672606E+01 1.274648221E+00 1.269240557E+00 1.263955245E+00 1.258773714E+00
1.033324570E+01 1.274769860E+00 1.269436962E+00 1.264248713E+00 1.259187494E+00
1.049996187E+01 1.274946423E+00 1.269720612E+00 1.264670098E+00 1.259777785E+00
1.066670514E+01 1.275201395E+00 1.270127278E+00 1.265269237E+00 1.260609351E+00
1.083333839E+01 1.275566959E+00 1.270704285E+00 1.266109440E+00 1.261760614E+00
1.100000000E+01 1.276085635E+00 1.271511111E+00 1.267265348E+00 1.263316901E+00
1.116672606E+01 1.276810948E+00 1.272616864E+00 1.268814982E+00 1.265355396E+00
1.133324570E+01 1.277805210E+00 1.274092005E+00 1.270823674E+00 1.267921210E+00
1.149996187E+01 1.279132441E+00 1.275993000E+00 1.273321023E+00 1.271001320E+00
1.166670514E+01 1.280845213E+00 1.278341854E+00 1.276280037E+00 1.274512077E+00
1.183333839E+01 1.282967455E+00 1.281109949E+00 1.279613049E+00 1.278314680E+00
1.200000000E+01 1.285481485E+00 1.284218967E+00 1.283193850E+00 1.282255720E+00
1.216672606E+01 1.288329584E+00 1.287564091E+00 1.286896141E+00 1.286208587E+00
1.233324570E+01 1.291433517E+00 1.291046567E+00 1.290624866E+00 1.290094862E+00
1.249996187E+01 1.294719930E+00 1.294596170E+00 1.294327591E+00 1.293885193E+00
1.266670514E+01 1.298136280E+00 1.298176650E+00 1.297991380E+00 1.297590429E+00
1.283333839E+01 1.301653593E+00 1.301781925E+00 1.301634415E+00 1.301249318E+00
1.300000000E+01 1.305264025E+00 1.305429703E+00 1.305295390E+00 1.304914817E+00
