T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.244031095E+00 1.210524377E+00 3.350671800E-02 1.233472528E+00 1.203794824E+00 2.967770400E-02 1.055856700E-02 6.729553000E-03
290 1.016672606E+01 1.244105232E+00 1.210624270E+00 3.348096200E-02 1.236145199E+00 1.205721297E+00 3.042390200E-02 7.960033000E-03 4.902973000E-03
290 1.033324570E+01 1.244213395E+00 1.210769571E+00 3.344382400E-02 1.238329872E+00 1.207243211E+00 3.108666100E-02 5.883523000E-03 3.526360000E-03
290 1.049996187E+01 1.244370941E+00 1.210980243E+00 3.339069800E-02 1.240093853E+00 1.208468171E+00 3.162568200E-02 4.277088000E-03 2.512072000E-03
290 1.066670514E+01 1.244599730E+00 1.211284192E+00 3.331553800E-02 1.241528605E+00 1.209504789E+00 3.202381600E-02 3.071125000E-03 1.779403000E-03
290 1.083333839E+01 1.244930474E+00 1.211719531E+00 3.321094300E-02 1.242742060E+00 1.210460931E+00 3.228112900E-02 2.188414000E-03 1.258600000E-03
290 1.100000000E+01 1.245405480E+00 1.212336742E+00 3.306873800E-02 1.243850445E+00 1.211443802E+00 3.240664300E-02 1.555035000E-03 8.929400000E-04
290 1.116672606E+01 1.246081412E+00 1.213208454E+00 3.287295800E-02 1.244974138E+00 1.212568120E+00 3.240601800E-02 1.107274000E-03 6.403340000E-04
290 1.133324570E+01 1.247031131E+00 1.214394646E+00 3.263648500E-02 1.246237052E+00 1.213930267E+00 3.230678500E-02 7.940790000E-04 4.643790000E-04
290 1.149996187E+01 1.248343028E+00 1.215991679E+00 3.235134900E-02 1.247766500E+00 1.215647848E+00 3.211865200E-02 5.765280000E-04 3.438310000E-04
290 1.166670514E+01 1.250115597E+00 1.218067824E+00 3.204777300E-02 1.249689662E+00 1.217807704E+00 3.188195800E-02 4.259350000E-04 2.601200000E-04
290 1.183333839E+01 1.252445179E+00 1.220688797E+00 3.175638200E-02 1.252123569E+00 1.220486535E+00 3.163703400E-02 3.216100000E-04 2.022620000E-04
290 1.200000000E+01 1.255406829E+00 1.223887746E+00 3.151908300E-02 1.255157971E+00 1.223725724E+00 3.143224700E-02 2.488580000E-04 1.620220000E-04
290 1.216672606E+01 1.259032591E+00 1.227644233E+00 3.138835800E-02 1.258835271E+00 1.227511358E+00 3.132391300E-02 1.973200000E-04 1.328750000E-04
290 1.233324570E+01 1.263296845E+00 1.231912705E+00 3.138414000E-02 1.263137008E+00 1.231801573E+00 3.133543500E-02 1.598370000E-04 1.111320000E-04
290 1.249996187E+01 1.268119358E+00 1.236623566E+00 3.149579200E-02 1.267987792E+00 1.236529436E+00 3.145835600E-02 1.315660000E-04 9.413000000E-05
290 1.266670514E+01 1.273388494E+00 1.241708382E+00 3.168011200E-02 1.273279119E+00 1.241628148E+00 3.165097100E-02 1.093750000E-04 8.023400000E-05
290 1.283333839E+01 1.278992254E+00 1.247120513E+00 3.187174100E-02 1.278900926E+00 1.247052026E+00 3.184890000E-02 9.132800000E-05 6.848700000E-05
290 1.300000000E+01 1.284838432E+00 1.252809809E+00 3.202862300E-02 1.284762165E+00 1.252751493E+00 3.201067200E-02 7.626700000E-05 5.831600000E-05
295 1.000000000E+01 1.245698268E+00 1.213103730E+00 3.259453800E-02 1.235864506E+00 1.206132586E+00 2.973192000E-02 9.833762000E-03 6.971144000E-03
295 1.016672606E+01 1.245766561E+00 1.213193779E+00 3.257278200E-02 1.238442105E+00 1.208155841E+00 3.028626400E-02 7.324456000E-03 5.037938000E-03
295 1.033324570E+01 1.245866194E+00 1.213324761E+00 3.254143300E-02 1.240500911E+00 1.209724554E+00 3.077635700E-02 5.365283000E-03 3.600207000E-03
295 1.049996187E+01 1.246011229E+00 1.213539246E+00 3.247198300E-02 1.242137046E+00 1.210972111E+00 3.116493500E-02 3.874183000E-03 2.567135000E-03
295 1.066670514E+01 1.246221663E+00 1.213816472E+00 3.240519100E-02 1.243454285E+00 1.212005100E+00 3.144918500E-02 2.767378000E-03 1.811372000E-03
295 1.083333839E+01 1.246525459E+00 1.214231156E+00 3.229430300E-02 1.244561953E+00 1.212948081E+00 3.161387200E-02 1.963506000E-03 1.283075000E-03
295 1.100000000E+01 1.246960960E+00 1.214789539E+00 3.217142100E-02 1.245571155E+00 1.213885310E+00 3.168584500E-02 1.389805000E-03 9.042290000E-04
295 1.116672606E+01 1.247579146E+00 1.215578815E+00 3.200033100E-02 1.246593332E+00 1.214934348E+00 3.165898400E-02 9.858140000E-04 6.444670000E-04
295 1.133324570E+01 1.248445072E+00 1.216634897E+00 3.181017500E-02 1.247740946E+00 1.216173814E+00 3.156713200E-02 7.041260000E-04 4.610830000E-04
295 1.149996187E+01 1.249636946E+00 1.218057414E+00 3.157953200E-02 1.249127900E+00 1.217720586E+00 3.140731400E-02 5.090460000E-04 3.368280000E-04
295 1.166670514E+01 1.251241351E+00 1.219897024E+00 3.134432700E-02 1.250866860E+00 1.219646723E+00 3.122013700E-02 3.744910000E-04 2.503010000E-04
295 1.183333839E+01 1.253343080E+00 1.222235358E+00 3.110772200E-02 1.253061329E+00 1.222043919E+00 3.101741000E-02 2.817510000E-04 1.914390000E-04
295 1.200000000E+01 1.256009867E+00 1.225062726E+00 3.094714100E-02 1.255792331E+00 1.224912119E+00 3.088021200E-02 2.175360000E-04 1.506070000E-04
295 1.216672606E+01 1.259275264E+00 1.228410180E+00 3.086508400E-02 1.259102768E+00 1.228288016E+00 3.081475200E-02 1.724960000E-04 1.221640000E-04
295 1.233324570E+01 1.263126582E+00 1.232226928E+00 3.089965400E-02 1.262986462E+00 1.232125277E+00 3.086118500E-02 1.401200000E-04 1.016510000E-04
295 1.249996187E+01 1.267506123E+00 1.236495849E+00 3.101027400E-02 1.267390148E+00 1.236409760E+00 3.098038800E-02 1.159750000E-04 8.608900000E-05
295 1.266670514E+01 1.272328524E+00 1.241125319E+00 3.120320500E-02 1.272231352E+00 1.241051761E+00 3.117959100E-02 9.717200000E-05 7.355800000E-05
295 1.283333839E+01 1.277505587E+00 1.246098754E+00 3.140683300E-02 1.277423675E+00 1.246035570E+00 3.138810500E-02 8.191200000E-05 6.318400000E-05
295 1.300000000E+01 1.282963377E+00 1.251376703E+00 3.158667400E-02 1.282894245E+00 1.251322446E+00 3.157179900E-02 6.913200000E-05 5.425700000E-05
300 1.000000000E+01 1.247671479E+00 1.215738292E+00 3.193318700E-02 1.238073702E+00 1.208236450E+00 2.983725200E-02 9.597777000E-03 7.501842000E-03
300 1.016672606E+01 1.247737934E+00 1.215822572E+00 3.191536200E-02 1.240693925E+00 1.210448478E+00 3.024544700E-02 7.044009000E-03 5.374094000E-03
300 1.033324570E+01 1.247834814E+00 1.215945160E+00 3.188965400E-02 1.242733791E+00 1.212132058E+00 3.060173300E-02 5.101023000E-03 3.813102000E-03
300 1.049996187E+01 1.247975662E+00 1.216155641E+00 3.182002100E-02 1.244324996E+00 1.213429789E+00 3.089520700E-02 3.650666000E-03 2.725852000E-03
300 1.066670514E+01 1.248179614E+00 1.216435140E+00 3.174447400E-02 1.245590514E+00 1.214501977E+00 3.108853700E-02 2.589100000E-03 1.933163000E-03
300 1.083333839E+01 1.248473233E+00 1.216804171E+00 3.166906200E-02 1.246647491E+00 1.215452597E+00 3.119489400E-02 1.825742000E-03 1.351574000E-03
300 1.100000000E+01 1.248892495E+00 1.217335041E+00 3.155745400E-02 1.247607707E+00 1.216381096E+00 3.122661100E-02 1.284788000E-03 9.539450000E-04
300 1.116672606E+01 1.249484512E+00 1.218050978E+00 3.143353400E-02 1.248578687E+00 1.217382857E+00 3.119583000E-02 9.058250000E-04 6.681210000E-04
300 1.133324570E+01 1.250308123E+00 1.219036140E+00 3.127198300E-02 1.249665482E+00 1.218560791E+00 3.110469100E-02 6.426410000E-04 4.753490000E-04
300 1.149996187E+01 1.251432272E+00 1.220333517E+00 3.109875500E-02 1.250971215E+00 1.219994476E+00 3.097673900E-02 4.610570000E-04 3.390410000E-04
300 1.166670514E+01 1.252931003E+00 1.222036032E+00 3.089497100E-02 1.252594664E+00 1.221787273E+00 3.080739100E-02 3.363390000E-04 2.487590000E-04
300 1.183333839E+01 1.254874635E+00 1.224149047E+00 3.072558800E-02 1.254623765E+00 1.223963669E+00 3.066009600E-02 2.508700000E-04 1.853780000E-04
300 1.200000000E+01 1.257318063E+00 1.226734511E+00 3.058355200E-02 1.257125873E+00 1.226591582E+00 3.053429100E-02 1.921900000E-04 1.429290000E-04
300 1.216672606E+01 1.260288740E+00 1.229782734E+00 3.050600600E-02 1.260137211E+00 1.229668830E+00 3.046838100E-02 1.515290000E-04 1.139040000E-04
300 1.233324570E+01 1.263778788E+00 1.233263118E+00 3.051567000E-02 1.263656020E+00 1.233169514E+00 3.048650600E-02 1.227680000E-04 9.360400000E-05
300 1.249996187E+01 1.267746421E+00 1.237128822E+00 3.061759900E-02 1.267644714E+00 1.237050160E+00 3.059455400E-02 1.017070000E-04 7.866200000E-05
300 1.266670514E+01 1.272128939E+00 1.241348200E+00 3.078073900E-02 1.272043366E+00 1.241280997E+00 3.076236900E-02 8.557300000E-05 6.720300000E-05
