T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.220576982E+00 1.198668818E+00 2.190816400E-02 1.217048961E+00 1.194007095E+00 2.304186600E-02 3.528021000E-03 4.661723000E-03
290 1.016672606E+01 1.220637152E+00 1.198711747E+00 2.192540500E-02 1.218137861E+00 1.195363622E+00 2.277423900E-02 2.499291000E-03 3.348125000E-03
290 1.033324570E+01 1.220724844E+00 1.198774487E+00 2.195035700E-02 1.218969934E+00 1.196399652E+00 2.257028200E-02 1.754910000E-03 2.374835000E-03
290 1.049996187E+01 1.220852326E+00 1.198866118E+00 2.198620800E-02 1.219627372E+00 1.197196661E+00 2.243071100E-02 1.224954000E-03 1.669457000E-03
290 1.066670514E+01 1.221036937E+00 1.198999719E+00 2.203721800E-02 1.220184578E+00 1.197832690E+00 2.235188800E-02 8.523590000E-04 1.167029000E-03
290 1.083333839E+01 1.221302767E+00 1.199193961E+00 2.210880600E-02 1.220709922E+00 1.198380188E+00 2.232973400E-02 5.928450000E-04 8.137730000E-04
290 1.100000000E+01 1.221682491E+00 1.199475203E+00 2.220728800E-02 1.221269183E+00 1.198907456E+00 2.236172700E-02 4.133080000E-04 5.677470000E-04
290 1.116672606E+01 1.222219045E+00 1.199879979E+00 2.233906600E-02 1.221929333E+00 1.199482422E+00 2.244691100E-02 2.897120000E-04 3.975570000E-04
290 1.133324570E+01 1.222966418E+00 1.200457622E+00 2.250879600E-02 1.222761492E+00 1.200177251E+00 2.258424100E-02 2.049260000E-04 2.803710000E-04
290 1.149996187E+01 1.223988723E+00 1.201272343E+00 2.271638000E-02 1.223841812E+00 1.201072399E+00 2.276941300E-02 1.469110000E-04 1.999440000E-04
290 1.166670514E+01 1.225356662E+00 1.202403299E+00 2.295336300E-02 1.225249392E+00 1.202258443E+00 2.299094900E-02 1.072700000E-04 1.448560000E-04
290 1.183333839E+01 1.227141023E+00 1.203940778E+00 2.320024500E-02 1.227060831E+00 1.203833642E+00 2.322718900E-02 8.019200000E-05 1.071360000E-04
290 1.200000000E+01 1.229403210E+00 1.205976415E+00 2.342679500E-02 1.229341581E+00 1.205895157E+00 2.344642400E-02 6.162900000E-05 8.125800000E-05
290 1.216672606E+01 1.232183622E+00 1.208587015E+00 2.359660700E-02 1.232134839E+00 1.208523627E+00 2.361121200E-02 4.878300000E-05 6.338800000E-05
290 1.233324570E+01 1.235490300E+00 1.211817544E+00 2.367275600E-02 1.235450586E+00 1.211766605E+00 2.368398100E-02 3.971400000E-05 5.093900000E-05
290 1.249996187E+01 1.239293656E+00 1.215652345E+00 2.364131100E-02 1.239260575E+00 1.215610477E+00 2.365009800E-02 3.308100000E-05 4.186800000E-05
290 1.266670514E+01 1.243533482E+00 1.220041465E+00 2.349201700E-02 1.243505486E+00 1.220006393E+00 2.349909300E-02 2.799600000E-05 3.507200000E-05
290 1.283333839E+01 1.248137001E+00 1.224903472E+00 2.323352900E-02 1.248113104E+00 1.224873745E+00 2.323935900E-02 2.389700000E-05 2.972700000E-05
290 1.300000000E+01 1.253036489E+00 1.230133628E+00 2.290286100E-02 1.253016038E+00 1.230108300E+00 2.290773800E-02 2.045100000E-05 2.532800000E-05
295 1.000000000E+01 1.220911641E+00 1.200609250E+00 2.030239100E-02 1.217542690E+00 1.196087530E+00 2.145516000E-02 3.368951000E-03 4.521720000E-03
295 1.016672606E+01 1.220981127E+00 1.200647065E+00 2.033406200E-02 1.218611729E+00 1.197414631E+00 2.119709800E-02 2.369398000E-03 3.232434000E-03
