fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0118OSW40S05 1455846297 0 555 6.277756706E+18 2.335438469E-06 5.150000000E-04 6.440913726E-01 4.927373808E+02 1.192975490E-03 
L0118OSW40S10 1455846297 0 555 1.160518746E+19 7.266182161E-06 5.150000000E-04 6.470740094E-01 5.454908500E+02 1.552025836E-03 
L0118OSW40S15 1455846297 0 555 1.249568081E+19 1.350267882E-05 5.150000000E-04 6.481997718E-01 5.668389372E+02 1.835293372E-03 
L0120OSW40S05 1455846297 0 555 7.856740545E+18 2.931604311E-06 5.150000000E-04 6.437080586E-01 4.863386063E+02 1.193869952E-03 
L0120OSW40S20 1455846297 0 555 1.307159775E+19 1.760242812E-05 5.150000000E-04 6.481739163E-01 5.663393821E+02 1.848325243E-03 
L0120OSW40S25 1455846297 0 555 1.351657828E+19 2.677346019E-05 5.150000000E-04 6.489415759E-01 5.813605691E+02 1.976978870E-03 
L0120OSW40S30 1455846297 0 555 1.389669207E+19 3.985193016E-05 5.150000000E-04 6.491615322E-01 5.857375393E+02 1.949894244E-03 
L0120OSW40S40 1455846297 0 555 1.411102184E+19 1.261155395E-04 5.150000000E-04 6.496898320E-01 5.963854246E+02 1.903910830E-03 
L0124OSW40S50 1455846297 0 555 1.409635738E+19 3.428807543E-04 5.150000000E-04 6.498707305E-01 6.000757457E+02 2.186352343E-03 
L0124OSW40S60 1455846297 0 555 1.430723232E+19 9.999999658E+01 5.150000000E-04 6.502106599E-01 6.070721725E+02 2.216131767E-03 
