T d154 d184 d214 d244
d 150 180 210 240
290 1.216297107E+00 1.213304271E+00 1.210769571E+00 1.208155877E+00
295 1.218568955E+00 1.215642353E+00 1.213324761E+00 1.210779746E+00
300 1.221114229E+00 1.218297315E+00 1.215945160E+00 1.213425094E+00
305 1.223457579E+00 1.220412697E+00 1.218013879E+00 1.215598639E+00
310 1.226466712E+00 1.223046038E+00 1.220386041E+00 1.217850516E+00
315 1.229124191E+00 1.225374207E+00 1.222427541E+00 1.219514786E+00
320 1.231054074E+00 1.226859444E+00 1.223264413E+00 1.220072041E+00
325 1.232966271E+00 1.228221051E+00 1.224070726E+00 1.220295386E+00
330 1.234194051E+00 1.228795258E+00 1.223755347E+00 1.219539367E+00
335 1.233721823E+00 1.227397215E+00 1.221444030E+00 1.216442018E+00
340 1.232006053E+00 1.224590422E+00 1.217582762E+00 1.211658962E+00
