N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.693467200E-02 1.756680500E-02 1.802303800E-02 1.835902500E-02
1.016672606E+01 1.728192200E-02 1.786502000E-02 1.826703500E-02 1.854685100E-02
1.033324570E+01 1.747860300E-02 1.800911300E-02 1.835121800E-02 1.856672100E-02
1.049996187E+01 1.754925100E-02 1.801633200E-02 1.828540100E-02 1.842106000E-02
1.066670514E+01 1.750384200E-02 1.788834300E-02 1.806281900E-02 1.809493700E-02
1.083333839E+01 1.733795100E-02 1.761125500E-02 1.766039200E-02 1.755711300E-02
1.100000000E+01 1.703296700E-02 1.715610500E-02 1.704034500E-02 1.676376200E-02
1.116672606E+01 1.655647400E-02 1.648074200E-02 1.615507000E-02 1.566776200E-02
1.133324570E+01 1.586402100E-02 1.553550000E-02 1.495874200E-02 1.423770300E-02
1.149996187E+01 1.490480800E-02 1.427643100E-02 1.342978800E-02 1.248911000E-02
1.166670514E+01 1.363516300E-02 1.268998900E-02 1.160510400E-02 1.052206100E-02
1.183333839E+01 1.204356400E-02 1.082863700E-02 9.615831000E-03 8.541979000E-03
1.200000000E+01 1.018626000E-02 8.843776000E-03 7.694890000E-03 6.823579000E-03
1.216672606E+01 8.219004000E-03 6.982795000E-03 6.117412000E-03 5.598635000E-03
1.233324570E+01 6.390957000E-03 5.513311000E-03 5.071920000E-03 4.925512000E-03
1.249996187E+01 4.964863000E-03 4.588338000E-03 4.548810000E-03 4.661744000E-03
1.266670514E+01 -8.338657000E-03 -9.805649000E-03 -7.923110000E-03 -3.126557000E-03
1.283333839E+01 -3.178085800E-02 -2.941388000E-02 -2.368345700E-02 -1.580458000E-02
1.300000000E+01 -4.856969300E-02 -4.213558500E-02 -3.340515600E-02 -2.351009100E-02
