f U Un
1 18.9669 209.88049131348896
2 6.72808 74.45037069824056
3 3.68243 40.74836782117959
4 2.40999 26.668031426358304
5 1.74103 19.265574858913357
6 1.3397 14.824609936925969
7 1.07727 11.920659510899634
8 0.89489 9.902511895540554
9 0.76227 8.434989487661834
10 0.66238 7.329644793626202
11 0.585 6.473387186013056
12 0.52366 5.794622109107005
13 0.47409 5.24609936925971
14 0.43336 4.795396702445502
15 0.39943 4.419940245656744
16 0.3708 4.103131570211353
17 0.34639 3.8330198074582267
18 0.32536 3.6003098373353986
19 0.3071 3.39825163217882
20 0.29111 3.2213123824277963
21 0.27701 3.0652871528162
22 0.26449 2.9267456014163993
23 0.25331 2.80303197963926
24 0.24327 2.6919331636605066
25 0.23422 2.5917893106119285
26 0.226 2.500829921434104
27 0.21852 2.418059090406108
28 0.21168 2.3423702556158017
29 0.2054 2.2728781675334733
30 0.19962 2.20891888901184
31 0.19427 2.149717826712404
32 0.18932 2.0949430120615244
33 0.18471 2.043930507911918
34 0.18041 1.9963483456899411
35 0.17639 1.951864556821954
36 0.17263 1.9102578289255283
37 0.16909 1.8710855372358082
38 0.16577 1.834347681752794
39 0.16263 1.7996016377116297
40 0.15966 1.7667367489211019
41 0.15685 1.7356423591899965
42 0.15419 1.7062078123270996
43 0.15166 1.6782117959499832
44 0.14925 1.6515436538674337
45 0.14695 1.626092729888237
46 0.14476 1.6018590240123933
47 0.14267 1.5787318800486885
48 0.14067 1.5566006418059088
49 0.13875 1.5353546530928406
50 0.13691 1.5149939139094832
51 0.13515 1.495518424255837
52 0.13345 1.4767068717494745
53 0.13182 1.4586699125816087
54 0.13024 1.4411862343698127
55 0.12873 1.4244771494965143
56 0.12726 1.4082106893880713
57 0.12585 1.3926081664269114
58 0.12449 1.3775589244218214
59 0.12317 1.3629523071815868
60 0.12189 1.3487883147062076
61 0.12065 1.3350669469956842
62 0.11945 1.3217882040500166
63 0.11829 1.3089520858692043
64 0.11716 1.2964479362620338
65 0.11606 1.284275755228505
66 0.11499 1.2724355427686178
67 0.11396 1.2610379550735864
68 0.11295 1.2498616797609825
69 0.11197 1.2390173730220204
70 0.11101 1.2283943786654863
71 0.11008 1.2181033528825937
72 0.10917 1.208033639482129
73 0.10829 1.198295894655306
74 0.10742 1.1886688060196968
75 0.10658 1.1793736859577293
76 0.10576 1.1702998782781897
77 0.10495 1.1613367267898638
78 0.10417 1.1527055438751797
79 0.1034 1.1441850171517096
80 0.10265 1.1358858028106673
81 0.10191 1.1276972446608386
82 0.10119 1.119729998893438
83 0.10049 1.1119840655084652
84 0.0998 1.104348788314706
85 0.09912 1.096824167312161
86 0.09846 1.0895208586920437
87 0.09781 1.0823282062631403
88 0.09717 1.075246210025451
89 0.09654 1.0682748699789753
90 0.09593 1.0615248423149275
91 0.09533 1.0548854708420936
92 0.09474 1.0483567555604736
93 0.09416 1.0419386964700674
94 0.09359 1.0356312935708754
95 0.09303 1.029434546862897
96 0.09248 1.0233484563461326
97 0.09194 1.0173730220205819
98 0.09141 1.0115082438862455
99 0.09089 1.0057541219431225
100 0.09037 1.0
101 0.08987 0.9944671904393051
102 0.08937 0.9889343808786102
103 0.08888 0.983512227509129
104 0.0884 0.978200730330862
105 0.08792 0.9728892331525948
106 0.08746 0.9677990483567555
107 0.087 0.9627088635609161
108 0.08654 0.9576186787650769
109 0.0861 0.9527498063516653
110 0.08566 0.9478809339382538
111 0.08522 0.9430120615248423
112 0.0848 0.9383645014938585
113 0.08438 0.9337169414628748
114 0.08396 0.9290693814318911
115 0.08355 0.9245324775921212
116 0.08315 0.9201062299435653
117 0.08275 0.9156799822950094
118 0.08236 0.9113643908376673
119 0.08197 0.9070487993803252
120 0.08159 0.902843864114197
121 0.08121 0.8986389288480691
122 0.08084 0.8945446497731547
123 0.08047 0.8904503706982405
124 0.08011 0.8864667478145402
125 0.07975 0.8824831249308398
126 0.07939 0.8784995020471396
127 0.07904 0.8746265353546531
128 0.0787 0.8708642248533806
129 0.07836 0.8671019143521079
130 0.07802 0.8633396038508354
131 0.07769 0.8596879495407767
132 0.07736 0.8560362952307181
133 0.07703 0.8523846409206595
134 0.07671 0.8488436428018147
135 0.07639 0.84530264468297
136 0.07608 0.8418723027553391
137 0.07577 0.8384419608277083
138 0.07546 0.8350116189000774
139 0.07515 0.8315812769724465
140 0.07485 0.8282615912360296
141 0.07456 0.8250525616908265
142 0.07426 0.8217328759544097
143 0.07397 0.8185238464092065
144 0.07368 0.8153148168640034
145 0.0734 0.8122164435100144
146 0.07312 0.8091180701560252
147 0.07284 0.806019696802036
148 0.07256 0.8029213234480469
149 0.07229 0.7999336062852715
150 0.07202 0.7969458891224963
151 0.07175 0.7939581719597211
152 0.07148 0.7909704547969458
153 0.07122 0.7880933938253846
154 0.07096 0.7852163328538231
155 0.0707 0.7823392718822617
156 0.07045 0.7795728671019143
157 0.0702 0.7768064623215668
158 0.06995 0.7740400575412194
159 0.0697 0.7712736527608719
160 0.06945 0.7685072479805244
161 0.06921 0.7658514993913909
162 0.06897 0.7631957508022573
163 0.06873 0.7605400022131238
164 0.06849 0.7578842536239901
165 0.06826 0.7553391612260706
166 0.06803 0.7527940688281508
167 0.0678 0.7502489764302313
168 0.06757 0.7477038840323116
169 0.06734 0.7451587916343919
170 0.06712 0.7427243554276861
171 0.0669 0.7402899192209804
172 0.06668 0.7378554830142746
173 0.06646 0.7354210468075689
174 0.06624 0.732986610600863
175 0.06603 0.7306628305853713
176 0.06582 0.7283390505698794
177 0.0656 0.7259046143631737
178 0.0654 0.7236914905388956
179 0.06519 0.7213677105234038
180 0.06498 0.7190439305079118
181 0.06478 0.716830806683634
182 0.06458 0.7146176828593559
183 0.06437 0.7122939028438641
184 0.06418 0.7101914352108
185 0.06398 0.707978311386522
186 0.06378 0.705765187562244
187 0.06359 0.70366271992918
188 0.0634 0.7015602522961158
189 0.0632 0.699347128471838
190 0.06301 0.6972446608387739
191 0.06283 0.6952528493969237
192 0.06264 0.6931503817638597
193 0.06245 0.6910479141307956
194 0.06227 0.6890561026889453
195 0.06209 0.6870642912470952
196 0.06191 0.6850724798052451
197 0.06173 0.6830806683633949
198 0.06155 0.6810888569215447
199 0.06137 0.6790970454796945
200 0.06119 0.6771052340378444
201 0.06102 0.675224078787208
202 0.06085 0.6733429235365719
203 0.06067 0.6713511120947216
204 0.0605 0.6694699568440854
205 0.06033 0.6675888015934491
206 0.06016 0.6657076463428128
207 0.06 0.6639371472833905
208 0.05983 0.6620559920327542
209 0.05967 0.6602854929733318
210 0.0595 0.6584043377226955
211 0.05934 0.6566338386632732
212 0.05918 0.6548633396038508
213 0.05902 0.6530928405444284
214 0.05886 0.6513223414850061
215 0.0587 0.6495518424255837
216 0.05854 0.6477813433661613
217 0.05839 0.6461215004979528
218 0.05823 0.6443510014385304
219 0.05808 0.642691158570322
220 0.05792 0.6409206595108996
221 0.05777 0.6392608166426912
222 0.05762 0.6376009737744827
223 0.05747 0.6359411309062741
224 0.05732 0.6342812880380657
225 0.05717 0.6326214451698572
226 0.05703 0.6310722584928626
227 0.05688 0.6294124156246541
228 0.05674 0.6278632289476596
229 0.05659 0.6262033860794511
230 0.05645 0.6246541994024565
231 0.05631 0.6231050127254619
232 0.05617 0.6215558260484674
233 0.05602 0.6198959831802588
234 0.05588 0.6183467965032643
235 0.05575 0.6169082660174836
236 0.05561 0.6153590793404891
237 0.05547 0.6138098926634945
238 0.05533 0.6122607059864998
239 0.0552 0.6108221755007193
240 0.05506 0.6092729888237246
241 0.05493 0.6078344583379439
242 0.0548 0.6063959278521633
243 0.05467 0.6049573973663827
244 0.05453 0.6034082106893881
245 0.0544 0.6019696802036073
246 0.05427 0.6005311497178266
247 0.05415 0.5992032754232599
248 0.05402 0.5977647449374792
249 0.05389 0.5963262144516985
250 0.05376 0.5948876839659178
251 0.05364 0.593559809671351
252 0.05351 0.5921212791855704
253 0.05339 0.5907934048910036
254 0.05326 0.5893548744052229
255 0.05314 0.5880270001106561
256 0.05302 0.5866991258160893
257 0.0529 0.5853712515215226
258 0.05277 0.5839327210357419
259 0.05265 0.5826048467411752
260 0.05253 0.5812769724466084
261 0.05242 0.5800597543432555
262 0.0523 0.5787318800486887
263 0.05218 0.5774040057541219
264 0.05206 0.5760761314595552
265 0.05195 0.5748589133562023
266 0.05183 0.5735310390616355
267 0.05172 0.5723138209582826
268 0.0516 0.5709859466637158
269 0.05149 0.569768728560363
270 0.05137 0.5684408542657962
271 0.05126 0.5672236361624432
272 0.05115 0.5660064180590904
273 0.05104 0.5647891999557375
274 0.05093 0.5635719818523847
275 0.05082 0.5623547637490317
276 0.05071 0.5611375456456789
277 0.0506 0.5599203275423259
278 0.05049 0.5587031094389731
279 0.05038 0.5574858913356202
280 0.05027 0.5562686732322674
281 0.05017 0.5551621113201283
282 0.05006 0.5539448932167754
283 0.04996 0.5528383313046364
284 0.04985 0.5516211132012836
285 0.04975 0.5505145512891446
286 0.04964 0.5492973331857917
287 0.04954 0.5481907712736528
288 0.04944 0.5470842093615137
289 0.04933 0.5458669912581608
290 0.04923 0.5447604293460219
291 0.04913 0.5436538674338829
292 0.04903 0.5425473055217439
293 0.04893 0.5414407436096049
294 0.04883 0.5403341816974659
295 0.04873 0.539227619785327
296 0.04863 0.538121057873188
297 0.04853 0.537014495961049
298 0.04844 0.5360185902401239
299 0.04834 0.5349120283279849
300 0.04824 0.5338054664158459
301 0.04814 0.5326989045037069
302 0.04805 0.5317029987827819
303 0.04795 0.5305964368706428
304 0.04786 0.5296005311497178
305 0.04776 0.5284939692375787
306 0.04767 0.5274980635166537
307 0.04758 0.5265021577957286
308 0.04748 0.5253955958835896
309 0.04739 0.5243996901626646
310 0.0473 0.5234037844417395
311 0.04721 0.5224078787208144
312 0.04711 0.5213013168086754
313 0.04702 0.5203054110877503
314 0.04693 0.5193095053668252
315 0.04684 0.5183135996459002
316 0.04675 0.5173176939249751
317 0.04666 0.51632178820405
318 0.04658 0.5154365386743388
319 0.04649 0.5144406329534137
320 0.0464 0.5134447272324886
321 0.04631 0.5124488215115635
322 0.04622 0.5114529157906385
323 0.04614 0.5105676662609273
324 0.04605 0.5095717605400022
325 0.04596 0.5085758548190771
326 0.04588 0.5076906052893658
327 0.04579 0.5066946995684408
328 0.04571 0.5058094500387297
329 0.04562 0.5048135443178046
330 0.04554 0.5039282947880933
331 0.04546 0.5030430452583822
332 0.04537 0.502047139537457
333 0.04529 0.5011618900077459
334 0.04521 0.5002766404780347
335 0.04513 0.4993913909483236
336 0.04504 0.4983954852273984
337 0.04496 0.49751023569768726
338 0.04488 0.4966249861679761
339 0.0448 0.49573973663826487
340 0.04472 0.49485448710855373
341 0.04464 0.4939692375788425
342 0.04456 0.49308398804913134
343 0.04448 0.49219873851942014
344 0.0444 0.49131348898970895
345 0.04432 0.49042823945999775
346 0.04424 0.4895429899302866
347 0.04417 0.4887683965917893
348 0.04409 0.4878831470620781
349 0.04401 0.4869978975323669
350 0.04393 0.4861126480026557
351 0.04386 0.48533805466415847
352 0.04378 0.4844528051344472
353 0.0437 0.4835675556047361
354 0.04363 0.4827929622662388
355 0.04355 0.48190771273652755
356 0.04348 0.4811331193980303
357 0.0434 0.48024786986831913
358 0.04333 0.4794732765298218
359 0.04326 0.4786986831913245
360 0.04318 0.4778134336616134
361 0.04311 0.47703884032311605
362 0.04303 0.47615359079340486
363 0.04296 0.4753789974549075
364 0.04289 0.47460440411641025
365 0.04282 0.473829810777913
366 0.04274 0.47294456124820183
367 0.04267 0.4721699679097045
368 0.0426 0.4713953745712072
369 0.04253 0.4706207812327099
370 0.04246 0.4698461878942126
371 0.04239 0.46907159455571534
