f U Un
1 18.9476 598.8495575221239
2 6.70089 211.7853982300885
3 3.64922 115.33565107458912
4 2.37181 74.96238938053096
5 1.69857 53.684260429835646
6 1.29348 40.881163084702905
7 1.02771 32.48135271807838
8 0.84235 26.622945638432363
9 0.70705 22.34671302149178
10 0.60476 19.11378002528445
11 0.52521 16.59955752212389
12 0.46193 14.599557522123893
13 0.41061 12.977560050568899
14 0.36832 11.6409608091024
15 0.33298 10.52402022756005
16 0.3031 9.579646017699114
17 0.27758 8.77307206068268
18 0.25557 8.077433628318584
19 0.23643 7.472503160556258
20 0.21967 6.942793931731985
21 0.2049 6.475979772439949
22 0.1918 6.061946902654867
23 0.18013 5.693109987357775
24 0.16966 5.3621997471555
25 0.16025 5.0647914032869785
26 0.15174 4.79582806573957
27 0.14402 4.551833122629583
28 0.13699 4.3296460176991145
29 0.13057 4.126738305941846
30 0.12469 3.940897597977244
31 0.11928 3.7699115044247784
32 0.1143 3.612515802781289
33 0.1097 3.4671302149178254
34 0.10544 3.3324905183312263
35 0.10148 3.207332490518331
36 0.09781 3.09134007585335
37 0.09438 2.9829329962073325
38 0.09118 2.8817951959544876
39 0.08819 2.7872945638432363
40 0.08539 2.698798988621997
41 0.08276 2.615676359039191
42 0.08028 2.5372945638432363
43 0.07796 2.463969658659924
44 0.07576 2.3944374209860935
45 0.07369 2.329013906447535
46 0.07174 2.2673830594184574
47 0.06989 2.2089127686472816
48 0.06813 2.153286978508217
49 0.06647 2.1008217446270545
50 0.06489 2.0508849557522124
51 0.06339 2.0034766118836913
52 0.06196 1.9582806573957017
53 0.0606 1.9152970922882426
54 0.0593 1.8742098609355244
55 0.05806 1.8350189633375473
56 0.05688 1.7977243994943108
57 0.05575 1.7620101137800253
58 0.05466 1.7275600505689002
59 0.05363 1.6950063211125157
60 0.05264 1.663716814159292
61 0.05168 1.6333754740834385
62 0.05077 1.604614412136536
63 0.04989 1.5768015170670036
64 0.04905 1.550252844500632
65 0.04824 1.5246523388116306
66 0.04746 1.5
67 0.04671 1.4762958280657394
68 0.04598 1.4532237673830593
69 0.04528 1.4310998735777496
70 0.04461 1.4099241466498103
71 0.04396 1.3893805309734513
72 0.04333 1.3694690265486724
73 0.04272 1.3501896333754742
74 0.04214 1.3318584070796458
75 0.04157 1.3138432364096082
76 0.04102 1.2964601769911503
77 0.04049 1.2797092288242728
78 0.03997 1.2632743362831858
79 0.03947 1.2474715549936788
80 0.03898 1.231984829329962
81 0.03851 1.2171302149178256
82 0.03806 1.202907711757269
83 0.03761 1.1886852085967128
84 0.03718 1.1750948166877369
85 0.03676 1.161820480404551
86 0.03636 1.1491782553729457
87 0.03596 1.13653603034134
88 0.03557 1.1242098609355244
89 0.0352 1.1125158027812896
90 0.03483 1.1008217446270543
91 0.03448 1.0897597977243993
92 0.03413 1.0786978508217446
93 0.03379 1.0679519595448799
94 0.03346 1.057522123893805
95 0.03314 1.0474083438685209
96 0.03283 1.0376106194690264
97 0.03252 1.0278128950695322
98 0.03222 1.018331226295828
99 0.03193 1.009165613147914
100 0.03164 1.0
101 0.03136 0.991150442477876
102 0.03109 0.9826169405815423
103 0.03082 0.9740834386852085
104 0.03056 0.965865992414665
105 0.03031 0.9579646017699115
106 0.03006 0.950063211125158
107 0.02981 0.9421618204804045
108 0.02957 0.9345764854614411
109 0.02934 0.927307206068268
110 0.02911 0.9200379266750948
111 0.02888 0.9127686472819215
112 0.02866 0.9058154235145386
113 0.02844 0.8988621997471554
114 0.02823 0.8922250316055625
115 0.02802 0.8855878634639696
116 0.02782 0.8792667509481669
117 0.02762 0.8729456384323641
118 0.02742 0.8666245259165613
119 0.02722 0.8603034134007586
120 0.02703 0.8542983565107458
121 0.02685 0.8486093552465234
122 0.02666 0.8426042983565107
123 0.02648 0.8369152970922882
124 0.02631 0.8315423514538558
125 0.02613 0.8258533501896334
126 0.02596 0.820480404551201
127 0.02579 0.8151074589127686
128 0.02563 0.8100505689001264
129 0.02546 0.804677623261694
130 0.0253 0.7996207332490518
131 0.02514 0.7945638432364095
132 0.02499 0.7898230088495575
133 0.02484 0.7850821744627055
134 0.02469 0.7803413400758533
135 0.02454 0.7756005056890012
136 0.02439 0.770859671302149
137 0.02425 0.7664348925410872
138 0.02411 0.7620101137800253
139 0.02397 0.7575853350189633
140 0.02383 0.7531605562579013
141 0.02369 0.7487357774968394
142 0.02356 0.7446270543615676
143 0.02343 0.7405183312262957
144 0.0233 0.7364096080910241
145 0.02317 0.7323008849557522
146 0.02304 0.7281921618204804
147 0.02292 0.7243994943109987
148 0.02279 0.7202907711757269
149 0.02267 0.7164981036662452
150 0.02255 0.7127054361567636
151 0.02243 0.7089127686472818
152 0.02231 0.7051201011378002
153 0.0222 0.7016434892541087
154 0.02209 0.6981668773704172
155 0.02197 0.6943742098609355
156 0.02186 0.690897597977244
157 0.02175 0.6874209860935524
158 0.02164 0.6839443742098609
159 0.02154 0.6807838179519595
160 0.02143 0.677307206068268
161 0.02132 0.6738305941845764
162 0.02122 0.670670037926675
163 0.02112 0.6675094816687737
164 0.02102 0.6643489254108723
165 0.02092 0.661188369152971
166 0.02082 0.6580278128950695
167 0.02072 0.654867256637168
168 0.02062 0.6517067003792667
169 0.02053 0.6488621997471554
170 0.02043 0.6457016434892541
171 0.02034 0.6428571428571428
172 0.02025 0.6400126422250316
173 0.02016 0.6371681415929203
174 0.02007 0.6343236409608091
175 0.01998 0.6314791403286979
176 0.01989 0.6286346396965866
177 0.0198 0.6257901390644753
178 0.01971 0.6229456384323641
179 0.01963 0.620417193426043
180 0.01954 0.6175726927939317
181 0.01946 0.6150442477876107
182 0.01937 0.6121997471554993
183 0.01929 0.6096713021491783
184 0.01921 0.6071428571428572
185 0.01913 0.604614412136536
186 0.01905 0.6020859671302149
187 0.01897 0.5995575221238938
188 0.01889 0.5970290771175727
189 0.01881 0.5945006321112516
190 0.01874 0.5922882427307206
191 0.01866 0.5897597977243995
192 0.01858 0.5872313527180784
193 0.01851 0.5850189633375473
194 0.01843 0.5824905183312262
195 0.01836 0.5802781289506953
196 0.01829 0.5780657395701644
197 0.01821 0.5755372945638432
198 0.01814 0.5733249051833123
199 0.01807 0.5711125158027812
200 0.018 0.5689001264222503
201 0.01793 0.5666877370417194
202 0.01786 0.5644753476611883
203 0.01779 0.5622629582806574
204 0.01773 0.5603666245259165
205 0.01766 0.5581542351453855
206 0.01759 0.5559418457648546
207 0.01752 0.5537294563843237
208 0.01746 0.5518331226295827
209 0.01739 0.5496207332490518
210 0.01733 0.5477243994943111
211 0.01726 0.54551201011378
212 0.0172 0.5436156763590392
213 0.01714 0.5417193426042983
214 0.01707 0.5395069532237673
215 0.01701 0.5376106194690266
216 0.01695 0.5357142857142857
217 0.01689 0.5338179519595448
218 0.01683 0.5319216182048041
219 0.01677 0.5300252844500631
220 0.01671 0.5281289506953223
221 0.01665 0.5262326169405815
222 0.01659 0.5243362831858407
223 0.01653 0.5224399494310998
224 0.01647 0.520543615676359
225 0.01642 0.5189633375474083
226 0.01636 0.5170670037926675
227 0.0163 0.5151706700379266
228 0.01625 0.5135903919089759
229 0.01619 0.5116940581542351
230 0.01613 0.5097977243994942
231 0.01608 0.5082174462705437
232 0.01602 0.5063211125158027
233 0.01597 0.5047408343868521
234 0.01592 0.5031605562579013
235 0.01586 0.5012642225031605
236 0.01581 0.4996839443742099
237 0.01576 0.49810366624525915
238 0.0157 0.4962073324905183
239 0.01565 0.4946270543615676
240 0.0156 0.4930467762326169
241 0.01555 0.4914664981036662
242 0.0155 0.48988621997471554
243 0.01545 0.4883059418457648
244 0.0154 0.48672566371681414
245 0.01535 0.48514538558786346
246 0.0153 0.48356510745891274
247 0.01525 0.48198482932996206
248 0.0152 0.48040455120101133
249 0.01515 0.47882427307206066
250 0.0151 0.47724399494311
251 0.01505 0.47566371681415925
252 0.01501 0.47439949431099876
253 0.01496 0.472819216182048
254 0.01491 0.4712389380530973
255 0.01487 0.46997471554993675
256 0.01482 0.4683944374209861
257 0.01477 0.4668141592920354
258 0.01473 0.4655499367888748
259 0.01468 0.4639696586599241
260 0.01464 0.46270543615676357
261 0.01459 0.4611251580278129
262 0.01455 0.45986093552465235
263 0.0145 0.4582806573957016
264 0.01446 0.45701643489254107
265 0.01442 0.4557522123893805
266 0.01437 0.45417193426042984
267 0.01433 0.4529077117572693
268 0.01429 0.45164348925410874
269 0.01424 0.45006321112515796
